,coal,natural gas,nuclear,other,solar,hydro,wind
20190216T22-06,10604,12007,4971,18,0,44,11743
20190216T21-06,10867,12809,5046,20,0,71,11168
20190216T20-06,11062,13014,5119,18,0,59,11593
20190216T19-06,10892,12529,5119,21,41,73,12437
20190216T18-06,9716,11660,5119,19,566,45,12840
20190216T17-06,10207,11676,5120,16,1090,44,11392
20190216T16-06,10665,12835,5120,17,1244,45,9723
20190216T15-06,10674,14442,5120,17,1244,71,8510
20190216T14-06,10883,16874,5120,15,1188,45,6545
20190216T13-06,11031,19363,5120,17,1214,45,4735
20190216T12-06,11355,20706,5119,17,1151,40,3464
20190216T11-06,11653,22120,5119,18,1057,50,1961
20190216T10-06,11678,21768,5120,23,849,73,1398
20190216T09-06,11737,20530,5120,17,399,135,1784
20190216T08-06,11303,19156,5120,19,25,124,2216
20190216T07-06,10357,17468,5121,19,0,125,2850
20190216T06-06,10668,15609,5121,19,0,39,2631
20190216T05-06,10785,14475,5121,17,0,39,2577
20190216T04-06,10997,14343,5121,17,0,40,2398
20190216T03-06,10735,14210,5120,16,0,66,3021
20190216T02-06,10275,13807,5120,20,0,40,4170
20190216T01-06,9864,13754,5121,22,0,65,5176
20190216T00-06,9657,14490,5121,16,0,48,5933
20190215T23-06,9024,14780,5121,20,0,48,7830
20190215T22-06,8309,15426,5121,17,0,47,9265
20190215T21-06,7697,15586,5121,20,0,74,10581
20190215T20-06,7688,15287,5121,19,0,62,11633
20190215T19-06,7844,15427,5121,24,34,110,10883
20190215T18-06,7805,14753,5122,21,354,47,10481
20190215T17-06,8415,14606,5122,20,665,48,10082
20190215T16-06,8379,14077,5122,20,806,47,10519
20190215T15-06,8164,13602,5122,20,1031,75,10921
20190215T14-06,7880,12794,5123,25,1090,48,11723
20190215T13-06,8000,11734,5123,21,1050,47,12162
20190215T12-06,8492,11646,5123,19,832,40,11793
20190215T11-06,9105,11901,5121,17,1056,51,10495
20190215T10-06,10702,12365,5122,16,709,72,8688
20190215T09-06,10814,12279,5122,20,235,136,9032
20190215T08-06,10089,12073,5122,19,10,124,10450
20190215T07-06,8867,11597,5122,21,0,129,10555
20190215T06-06,7478,9734,5122,21,0,39,10196
20190215T05-06,7218,7747,5122,17,0,40,9938
20190215T04-06,7298,7152,5122,20,0,39,9802
20190215T03-06,7482,7077,5122,17,0,79,9519
20190215T02-06,7614,7126,5122,19,0,43,9831
20190215T01-06,8448,7217,5122,19,0,62,9651
20190215T00-06,9373,8428,5122,18,0,46,8777
20190214T23-06,9539,10522,5122,17,0,46,9030
20190214T22-06,9963,13128,5122,18,0,46,8270
20190214T21-06,10676,14287,5122,20,0,73,7468
20190214T20-06,11046,14841,5123,17,0,61,6714
20190214T19-06,11449,15579,5122,16,20,73,5159
20190214T18-06,10888,14714,5123,23,323,45,5180
20190214T17-06,9589,14387,5123,29,691,46,6735
20190214T16-06,8675,13223,5123,20,703,45,8698
20190214T15-06,8270,12327,5123,23,710,46,10264
20190214T14-06,8327,11275,5124,22,670,46,11543
20190214T13-06,7987,10857,5123,26,733,45,12501
20190214T12-06,8231,9834,5124,17,697,39,14011
20190214T11-06,8533,10390,5124,21,781,50,13861
20190214T10-06,8683,11093,5124,21,667,73,14080
20190214T09-06,8478,10405,5124,18,251,135,15982
20190214T08-06,8708,10141,5123,16,9,123,17286
20190214T07-06,7861,10083,5123,18,0,127,17357
20190214T06-06,6792,7585,5124,21,0,39,17139
20190214T05-06,5985,5860,5124,20,0,39,17134
20190214T04-06,5633,5325,5124,19,0,39,17158
20190214T03-06,5323,5277,5123,22,0,29,17437
20190214T02-06,5322,5329,5128,17,0,0,17670
20190214T01-06,5832,5471,5129,20,0,32,17797
20190214T00-06,6643,5821,5124,17,0,47,17918
20190213T23-06,6896,7080,5123,18,0,46,18682
20190213T22-06,7586,7957,5123,18,0,47,19307
20190213T21-06,8148,8498,5123,20,0,74,19251
20190213T20-06,8681,9146,5123,20,0,62,18463
20190213T19-06,8578,9643,5124,21,16,75,17234
20190213T18-06,6837,9087,5124,19,384,48,16934
20190213T17-06,6721,8421,5124,21,688,48,16672
20190213T16-06,6881,8623,5124,16,672,47,15962
20190213T15-06,7244,9038,5124,18,615,55,15431
20190213T14-06,7772,9586,5123,17,664,55,15085
20190213T13-06,7863,10286,5124,18,810,55,14922
20190213T12-06,7795,11368,5124,17,1008,82,14993
20190213T11-06,8351,12549,5124,16,982,84,15079
20190213T10-06,9227,14503,5124,14,844,109,14653
20190213T09-06,9636,16849,5123,19,316,135,15194
20190213T08-06,10752,18240,5123,14,23,124,15416
20190213T07-06,9656,17890,5123,18,0,129,15653
20190213T06-06,7905,14360,5123,18,0,42,15958
20190213T05-06,7408,11342,5123,17,0,39,15978
20190213T04-06,7188,10313,5124,18,0,39,15757
20190213T03-06,6967,10083,5123,20,0,39,15381
20190213T02-06,6793,9835,5124,18,0,39,15423
20190213T01-06,6928,9879,5124,18,0,64,15192
20190213T00-06,6774,11377,5124,20,0,40,14930
20190212T23-06,7342,13208,5124,17,0,66,14000
20190212T22-06,8099,15518,5124,18,0,67,12460
20190212T21-06,9003,17896,5123,18,0,67,9591
20190212T20-06,10283,19119,5124,18,0,108,6566
20190212T19-06,10123,19947,5124,19,37,113,4248
20190212T18-06,8798,19173,5124,17,660,70,3232
20190212T17-06,8537,18347,5124,18,1253,70,3050
20190212T16-06,8418,18023,5124,17,1369,69,3235
20190212T15-06,8701,18291,5124,17,1370,122,3063
20190212T14-06,8756,18386,5125,16,1355,110,3576
20190212T13-06,8925,18521,5124,17,1355,124,4059
20190212T12-06,9382,19138,5124,18,1380,95,3919
20190212T11-06,9511,19227,5124,18,1389,96,4665
20190212T10-06,9814,19194,5124,17,1294,130,5301
20190212T09-06,9745,19129,5124,17,551,158,7040
20190212T08-06,8752,18905,5124,23,18,133,10069
20190212T07-06,6603,17512,5124,24,0,107,11750
20190212T06-06,5367,12910,5124,22,0,44,12942
20190212T05-06,5425,10006,5124,18,0,44,12716
20190212T04-06,5587,8327,5124,22,0,44,13049
20190212T03-06,5568,7732,5124,25,0,44,13477
20190212T02-06,5521,7350,5124,23,0,44,13929
20190212T01-06,5634,7259,5124,20,0,44,14685
20190212T00-06,6268,7878,5123,20,0,44,15320
20190211T23-06,7811,8999,5123,20,0,44,15087
20190211T22-06,8820,10679,5123,21,0,70,14883
20190211T21-06,9540,11735,5123,19,0,122,14669
20190211T20-06,10086,12194,5124,22,0,165,14435
20190211T19-06,9751,12136,5124,20,28,166,14864
20190211T18-06,8831,11741,5124,23,302,122,14797
20190211T17-06,8313,11614,5124,13,317,121,14582
20190211T16-06,8191,11443,5124,13,397,147,14691
20190211T15-06,8768,11440,5124,15,341,123,14339
20190211T14-06,9325,12030,5124,17,294,139,13519
20190211T13-06,10205,12903,5124,12,211,174,12390
20190211T12-06,11055,14536,5125,18,155,132,10159
20190211T11-06,11118,15538,5125,23,113,132,9392
20190211T10-06,11063,15566,5124,23,51,158,9647
20190211T09-06,11104,15554,5125,20,14,159,9941
20190211T08-06,11128,16656,5124,18,0,175,9055
20190211T07-06,10929,15604,5124,24,0,123,8859
20190211T06-06,10508,12900,5125,24,0,44,8800
20190211T05-06,9929,11278,5125,23,0,44,8550
20190211T04-06,9419,10932,5125,20,0,45,8396
20190211T03-06,9918,11000,5125,20,0,44,7838
20190211T02-06,10446,11313,5125,23,0,44,7581
20190211T01-06,10653,11733,5125,23,0,44,8038
20190211T00-06,10653,12831,5125,23,0,45,8426
20190210T23-06,11123,15211,5125,23,0,46,8132
20190210T22-06,11136,17730,5125,19,0,105,7921
20190210T21-06,11251,19000,5125,23,0,156,7766
20190210T20-06,11748,19933,5125,23,0,199,7356
20190210T19-06,11974,20822,5125,18,2,200,5642
20190210T18-06,11599,20829,5125,20,43,157,4134
20190210T17-06,11517,21226,5125,19,101,157,2914
20190210T16-06,11553,21870,5125,19,163,183,2187
20190210T15-06,11656,22228,5125,21,250,158,2272
20190210T14-06,11512,22835,5125,22,359,174,2514
20190210T13-06,11749,23195,5125,21,303,208,2945
20190210T12-06,11916,23554,5125,20,266,165,3331
20190210T11-06,11717,23455,5125,22,259,166,4405
20190210T10-06,11432,23594,5126,19,157,192,4951
20190210T09-06,11444,22847,5125,19,56,193,5332
20190210T08-06,11199,21625,5124,19,2,206,6013
20190210T07-06,11228,20916,5125,19,0,158,5622
20190210T06-06,11029,20100,5125,19,0,79,5576
20190210T05-06,11149,20082,5125,20,0,79,4897
20190210T04-06,11047,20201,5125,17,0,79,4796
20190210T03-06,11023,20574,5124,17,0,79,4911
20190210T02-06,11252,20878,5124,17,0,79,5156
20190210T01-06,11508,21014,5124,20,0,79,5425
20190210T00-06,11686,22262,5124,17,0,79,5513
20190209T23-06,11665,22975,5123,19,0,79,6747
20190209T22-06,11407,24096,5123,19,0,105,7174
20190209T21-06,11835,25878,5123,19,0,157,6222
20190209T20-06,11628,26505,5123,18,0,199,6419
20190209T19-06,11642,26141,5123,19,11,200,6791
20190209T18-06,11213,24653,5124,18,254,152,7428
20190209T17-06,10335,23733,5124,17,637,151,8257
20190209T16-06,10425,23390,5124,16,874,178,8228
20190209T15-06,10946,23984,5124,15,864,152,7389
20190209T14-06,11363,25221,5124,17,752,168,6817
20190209T13-06,11660,26209,5124,20,579,204,6164
20190209T12-06,11970,27475,5124,18,524,168,5279
20190209T11-06,11875,29111,5124,15,274,167,4388
20190209T10-06,11919,29335,5123,17,207,194,3809
20190209T09-06,11675,28562,5124,18,131,195,4100
20190209T08-06,11500,27229,5124,19,4,210,4402
20190209T07-06,11325,25063,5123,20,0,158,5130
20190209T06-06,10736,23687,5123,19,0,79,5576
20190209T05-06,10353,23438,5123,16,0,79,5235
20190209T04-06,10353,23086,5123,18,0,80,5361
20190209T03-06,10418,23176,5123,17,0,79,5441
20190209T02-06,10743,23357,5122,18,0,79,5631
20190209T01-06,10992,23930,5122,17,0,79,5757
20190209T00-06,11153,24863,5122,19,0,74,6084
20190208T23-06,11443,26378,5123,18,0,73,6356
20190208T22-06,11507,28101,5122,17,0,101,6285
20190208T21-06,11614,29441,5122,17,0,104,6287
20190208T20-06,11633,29637,5122,16,0,174,6409
20190208T19-06,11394,30415,5121,17,21,161,6471
20190208T18-06,11202,28941,5121,17,217,165,6790
20190208T17-06,11071,27718,5121,16,326,151,7044
20190208T16-06,10697,27094,5121,17,457,151,7266
20190208T15-06,10777,27401,5120,14,550,151,6908
20190208T14-06,11008,28244,5120,18,547,140,6257
20190208T13-06,10981,29455,5120,15,558,190,5243
20190208T12-06,11155,30867,5120,15,483,167,4356
20190208T11-06,11337,32285,5119,16,469,168,4039
20190208T10-06,11365,31711,5119,16,573,168,5302
20190208T09-06,11286,31020,5120,17,195,194,6384
20190208T08-06,11180,30596,5120,16,4,182,7188
20190208T07-06,10713,29212,5120,18,0,144,7076
20190208T06-06,9335,24275,5120,22,0,80,8078
20190208T05-06,8720,20827,5119,17,0,80,8650
20190208T04-06,8077,18918,5120,17,0,80,9550
20190208T03-06,7473,18212,5119,16,0,80,10030
20190208T02-06,7519,17918,5118,17,0,80,10018
20190208T01-06,7711,18010,5117,17,0,80,10119
20190208T00-06,7952,18026,5116,17,0,101,10608
20190207T23-06,8679,18378,5116,16,0,136,11073
20190207T22-06,9255,19248,5115,16,0,152,11262
20190207T21-06,9358,19713,5116,17,0,119,11519
20190207T20-06,9127,19868,5116,17,0,126,11317
20190207T19-06,8882,19835,5116,19,22,127,10271
20190207T18-06,6807,18576,5115,19,574,143,10179
20190207T17-06,6324,17092,5113,20,1139,143,10288
20190207T16-06,6591,16740,5115,17,1234,149,9885
20190207T15-06,7199,16696,5115,17,1200,151,9587
20190207T14-06,8549,16162,5115,18,1160,151,9287
20190207T13-06,9313,15609,5115,19,1144,168,9345
20190207T12-06,9555,15440,5115,20,1152,176,9434
20190207T11-06,10161,14879,5116,19,1144,167,8890
20190207T10-06,10296,14000,5116,21,1066,195,8601
20190207T09-06,10476,13292,5117,18,431,195,8689
20190207T08-06,10139,12850,5116,20,2,211,9323
20190207T07-06,8217,11644,5116,24,0,176,10790
20190207T06-06,6412,8567,5118,23,0,100,12777
20190207T05-06,5565,6720,5117,22,0,99,13600
20190207T04-06,5450,6294,5117,22,0,128,14242
20190207T03-06,5230,5876,5117,20,0,95,14905
20190207T02-06,5586,6144,5116,20,0,94,14888
20190207T01-06,5796,6337,5116,21,0,96,15198
20190207T00-06,6423,6985,5116,19,0,95,15694
20190206T23-06,7629,8969,5115,19,0,122,15612
20190206T22-06,7801,11383,5115,24,0,95,15995
20190206T21-06,8359,11711,5116,23,0,139,16463
20190206T20-06,9433,12455,5121,20,0,180,15393
20190206T19-06,9237,12677,5122,21,10,179,15361
20190206T18-06,8387,11695,5123,21,274,198,15606
20190206T17-06,8407,11488,5123,24,712,234,14965
20190206T16-06,8516,11812,5124,23,698,190,14434
20190206T15-06,8769,11835,5124,22,856,188,13903
20190206T14-06,9303,12181,5124,20,817,146,13168
20190206T13-06,9451,12440,5124,25,714,159,12238
20190206T12-06,9707,13403,5125,20,465,129,10659
20190206T11-06,10251,13451,5125,21,281,153,9429
20190206T10-06,10062,13161,5125,22,132,165,9301
20190206T09-06,9827,12554,5125,22,32,187,9504
20190206T08-06,10204,11997,5125,24,0,179,9664
20190206T07-06,8949,10846,5126,23,0,141,10408
20190206T06-06,7148,8425,5126,24,0,45,11179
20190206T05-06,5961,7386,5126,23,0,44,11503
20190206T04-06,5545,6881,5125,25,0,40,12065
20190206T03-06,5436,6800,5126,23,0,32,12490
20190206T02-06,5752,7197,5126,24,0,4,12768
20190206T01-06,6186,7132,5126,24,0,7,13515
20190206T00-06,7555,8225,5126,21,0,43,12951
20190205T23-06,9349,10751,5125,25,0,70,11389
20190205T22-06,10169,13059,5126,29,0,57,10546
20190205T21-06,11018,14166,5126,25,0,113,10022
20190205T20-06,11493,15816,5125,23,0,104,8533
20190205T19-06,11700,16683,5125,27,13,106,7560
20190205T18-06,11258,15264,5125,25,121,121,8107
20190205T17-06,9987,14771,5126,27,364,122,9458
20190205T16-06,8645,13788,5126,29,500,78,11649
20190205T15-06,8594,13430,5121,24,501,120,11877
20190205T14-06,9125,13601,5120,24,686,144,10967
20190205T13-06,10162,13274,5121,24,620,157,9913
20190205T12-06,10851,13525,5121,17,664,129,8550
20190205T11-06,10793,13773,5122,19,717,165,8072
20190205T10-06,10079,13147,5122,25,516,191,8880
20190205T09-06,9409,12097,5122,20,190,218,10427
20190205T08-06,9539,11398,5122,21,4,205,10979
20190205T07-06,8804,11076,5122,21,0,166,10372
20190205T06-06,7771,8446,5122,22,0,45,10254
20190205T05-06,7223,6772,5122,20,0,44,10626
20190205T04-06,6774,6321,5122,18,0,42,11047
20190205T03-06,6453,6067,5122,22,0,31,11666
20190205T02-06,6883,6147,5122,19,0,5,11662
20190205T01-06,7825,6556,5123,19,0,36,11507
20190205T00-06,8442,7798,5123,20,0,43,11391
20190204T23-06,9137,9352,5123,17,0,43,11846
20190204T22-06,9091,11872,5123,19,0,43,11913
20190204T21-06,9986,13587,5124,17,0,70,10926
20190204T20-06,10419,15329,5124,17,0,105,9506
20190204T19-06,10452,16771,5125,16,13,120,7942
20190204T18-06,9223,16197,5126,18,456,123,7887
20190204T17-06,9567,15645,5125,18,950,79,7420
20190204T16-06,10784,15989,5126,15,977,79,5705
20190204T15-06,11469,16180,5126,16,1009,122,4732
20190204T14-06,11986,16642,5126,17,976,146,3527
20190204T13-06,11995,16901,5126,17,946,160,2842
20190204T12-06,12057,16601,5126,17,995,132,2609
20190204T11-06,11608,16522,5126,20,809,153,2777
20190204T10-06,11190,15783,5126,20,565,176,3877
20190204T09-06,10395,14094,5126,19,199,204,6141
20190204T08-06,10334,13105,5125,16,4,208,7246
20190204T07-06,9427,11784,5125,21,0,170,7983
20190204T06-06,7771,8288,5126,20,0,48,9511
20190204T05-06,6159,6364,5126,17,0,46,11001
20190204T04-06,5482,5112,5126,21,0,46,12467
20190204T03-06,4870,4564,5126,21,0,73,13751
20190204T02-06,5035,4426,5126,18,0,47,14162
20190204T01-06,5728,4429,5126,20,0,71,14447
20190204T00-06,6579,4955,5126,24,0,46,14949
20190203T23-06,7714,6075,5126,23,0,46,15220
20190203T22-06,8143,7028,5126,23,0,45,15345
20190203T21-06,8554,7224,5126,20,0,71,15274
20190203T20-06,9597,7300,5126,21,0,85,14562
20190203T19-06,9904,7953,5126,23,11,88,13546
20190203T18-06,8610,7603,5127,23,248,88,14076
20190203T17-06,8235,7153,5127,25,508,45,14546
20190203T16-06,7881,6851,5127,26,806,72,14563
20190203T15-06,7833,6738,5127,25,940,73,14430
20190203T14-06,7652,6747,5127,24,923,60,14612
20190203T13-06,7883,6691,5127,25,997,89,14290
20190203T12-06,8178,6871,5127,25,937,64,13807
20190203T11-06,8614,6968,5127,23,859,134,12693
20190203T10-06,8759,6991,5127,25,693,163,11939
20190203T09-06,8150,6361,5127,25,164,188,12480
20190203T08-06,6987,5869,5127,22,2,175,12944
20190203T07-06,6209,5647,5127,22,0,135,12832
20190203T06-06,6346,4914,5127,26,0,47,12678
20190203T05-06,6190,4577,5127,21,0,46,12758
20190203T04-06,6092,4532,5127,25,0,47,12921
20190203T03-06,6131,4568,5127,23,0,74,13232
20190203T02-06,6538,4540,5127,22,0,49,13425
20190203T01-06,6894,4898,5128,22,0,71,13657
20190203T00-06,7121,6035,5128,22,0,47,13872
20190202T23-06,7905,7200,5128,22,0,47,13382
20190202T22-06,9020,7887,5127,21,0,47,12926
20190202T21-06,9505,8890,5127,23,0,73,12149
20190202T20-06,10016,10444,5127,21,0,74,10470
20190202T19-06,10794,12080,5128,20,5,125,8229
20190202T18-06,10229,11203,5128,22,255,88,8178
20190202T17-06,9829,10192,5128,23,732,44,8648
20190202T16-06,9819,10002,5127,20,917,44,8667
20190202T15-06,9586,10297,5128,22,895,71,8666
20190202T14-06,9460,10529,5128,24,976,60,9223
20190202T13-06,9552,10393,5128,22,1019,88,9958
20190202T12-06,9601,10767,5128,22,898,89,10355
20190202T11-06,9900,11216,5128,22,862,158,9652
20190202T10-06,9813,11554,5128,26,756,186,8970
20190202T09-06,8862,11192,5128,20,272,212,9534
20190202T08-06,7829,10381,5128,21,3,201,10221
20190202T07-06,7002,9541,5128,19,0,162,10578
20190202T06-06,7800,7601,5128,20,0,41,10487
20190202T05-06,8116,6814,5128,23,0,40,10252
20190202T04-06,7822,6617,5127,20,0,40,10467
20190202T03-06,7971,6503,5127,18,0,66,10646
20190202T02-06,8241,6641,5127,23,0,42,10737
20190202T01-06,8998,7181,5127,18,0,63,10121
20190202T00-06,8606,8486,5127,26,0,44,11108
20190201T23-06,7894,9448,5127,17,0,44,12620
20190201T22-06,8906,10726,5127,18,0,43,11888
20190201T21-06,10277,11702,5128,16,0,70,10207
20190201T20-06,11079,13764,5128,17,0,104,8140
20190201T19-06,11252,15856,5127,17,4,121,5966
20190201T18-06,10740,16111,5128,21,311,121,4759
20190201T17-06,10342,15796,5128,21,867,94,4403
20190201T16-06,9851,15964,5128,20,1003,95,4681
20190201T15-06,9906,16249,5128,17,1037,157,4559
20190201T14-06,10109,17173,5127,19,1030,145,3883
20190201T13-06,10340,17802,5127,16,1012,194,3453
20190201T12-06,10994,18230,5126,22,774,161,3417
20190201T11-06,11018,18488,5126,19,776,163,3643
20190201T10-06,11067,18696,5124,16,584,187,3845
20190201T09-06,11070,18635,5120,15,222,213,4200
20190201T08-06,11029,19061,5116,21,3,202,4418
20190201T07-06,9727,18475,5105,17,0,162,4769
20190201T06-06,8162,15968,5073,20,0,40,5498
20190201T05-06,8667,12477,4922,17,0,39,6417
20190201T04-06,8953,10810,4779,23,0,39,7306
20190201T03-06,8743,10334,4726,23,0,67,7988
20190201T02-06,8532,10164,4726,19,0,40,8757
20190201T01-06,8875,10208,4936,22,0,64,9070
20190201T00-06,9688,10541,5127,20,0,46,9254
20190131T23-06,10141,12363,5127,19,0,45,9391
20190131T22-06,10762,14345,5127,15,0,45,9445
20190131T21-06,11503,15795,5128,17,0,72,9058
20190131T20-06,11855,17438,5127,16,0,107,7848
20190131T19-06,12111,19486,5127,15,9,121,5455
20190131T18-06,11907,19054,5126,14,405,123,4386
20190131T17-06,11480,17983,5127,13,1011,95,4847
20190131T16-06,11289,16803,5128,15,1149,95,5800
20190131T15-06,11150,16277,5128,16,1111,158,6895
20190131T14-06,11001,16075,5128,17,1080,146,7840
20190131T13-06,11075,15834,5128,20,862,194,8903
20190131T12-06,11497,15567,5128,21,852,166,9784
20190131T11-06,11224,15621,5128,24,849,165,10845
20190131T10-06,11351,16033,5128,17,410,190,11589
20190131T09-06,10747,16513,5128,20,106,217,12472
20190131T08-06,10734,16898,5129,18,1,205,12846
20190131T07-06,9843,15986,5129,21,0,167,13302
20190131T06-06,8052,13854,5129,21,0,43,14055
20190131T05-06,7267,11839,5129,17,0,43,14330
20190131T04-06,7348,10809,5129,18,0,43,14464
20190131T03-06,7609,10536,5128,17,0,44,14533
20190131T02-06,7874,10342,5128,21,0,44,14744
20190131T01-06,8082,10714,5128,20,0,69,14808
20190131T00-06,8346,11897,5128,19,0,45,14792
20190130T23-06,9196,13766,5128,22,0,44,14467
20190130T22-06,9721,15819,5128,19,0,70,14464
20190130T21-06,10065,17939,5129,19,0,84,13285
20190130T20-06,10682,20147,5129,16,0,189,10671
20190130T19-06,10999,22526,5128,18,4,164,7799
20190130T18-06,9851,21073,5128,23,175,164,7614
20190130T17-06,8460,19275,5128,24,614,121,8506
20190130T16-06,8103,18399,5128,20,1020,121,8974
20190130T15-06,8406,18545,5128,18,1045,150,9308
20190130T14-06,8774,19889,5128,20,910,152,8770
20190130T13-06,9195,20859,5132,21,1039,162,8011
20190130T12-06,10347,22522,5133,18,1000,133,6747
20190130T11-06,11546,24650,5131,19,733,90,5251
20190130T10-06,12017,26485,5127,19,422,142,4202
20190130T09-06,12028,27166,5128,19,110,176,4640
20190130T08-06,11995,28179,5128,17,2,220,4341
20190130T07-06,11774,27618,5128,22,0,195,4288
20190130T06-06,10973,24454,5128,20,0,169,4187
20190130T05-06,10364,21626,5128,22,0,125,4347
20190130T04-06,9863,20291,5128,21,0,126,4681
20190130T03-06,8554,19568,5128,25,0,153,6198
20190130T02-06,7976,18855,5128,23,0,92,7542
20190130T01-06,7770,18471,5128,18,0,114,8550
20190130T00-06,8454,18830,5128,19,0,132,8680
20190129T23-06,10254,20223,5128,23,0,133,7625
20190129T22-06,11090,22930,5128,19,0,195,6370
20190129T21-06,11456,24585,5128,20,0,198,5643
20190129T20-06,11425,25609,5128,19,0,265,4222
20190129T19-06,10983,26355,5129,20,1,237,3296
20190129T18-06,10249,23652,5129,23,86,238,3653
20190129T17-06,8778,21480,5128,19,288,195,4680
20190129T16-06,8304,20318,5128,20,552,159,5264
20190129T15-06,8536,20460,5128,19,790,161,5193
20190129T14-06,9212,21059,5128,21,938,160,5166
20190129T13-06,9942,21987,5128,18,962,176,4903
20190129T12-06,10570,23354,5128,20,864,176,4787
20190129T11-06,11272,24616,5128,19,616,169,4752
20190129T10-06,11390,26896,5128,21,501,195,4380
20190129T09-06,11508,28858,5127,21,181,196,4278
20190129T08-06,11658,30437,5128,24,5,238,3755
20190129T07-06,11699,28859,5128,23,0,213,3377
20190129T06-06,11028,25002,5128,27,0,177,3119
20190129T05-06,10831,20850,5128,24,0,134,3555
20190129T04-06,10272,18811,5127,21,0,134,4231
20190129T03-06,9717,16298,5126,29,0,134,6003
20190129T02-06,9155,14306,5127,24,0,134,8613
20190129T01-06,8633,13641,5127,23,0,134,9646
20190129T00-06,8792,13497,5127,22,0,97,10404
20190128T23-06,10532,13222,5127,25,0,131,10756
20190128T22-06,10301,12994,5127,27,0,132,12945
20190128T21-06,10194,12873,5127,24,0,133,14244
20190128T20-06,9780,12643,5127,27,0,185,14723
20190128T19-06,9028,12216,5127,28,5,185,14885
20190128T18-06,7340,9650,5127,23,337,200,15868
20190128T17-06,6506,8530,5128,27,674,200,16070
20190128T16-06,6342,7734,5127,24,1086,121,16297
20190128T15-06,6183,7500,5128,26,1198,96,16622
20190128T14-06,6170,7535,5128,22,1162,123,17042
20190128T13-06,6268,7703,5127,20,1177,111,17325
20190128T12-06,6705,8128,5127,23,1198,124,17305
20190128T11-06,7683,9238,5127,24,1227,131,16316
20190128T10-06,8842,11298,5128,20,1113,131,14956
20190128T09-06,10350,12547,5128,19,391,157,14631
20190128T08-06,10772,14429,5128,21,4,146,14236
20190128T07-06,9147,13414,5129,27,0,159,15531
20190128T06-06,6847,10420,5128,25,0,96,16431
20190128T05-06,6106,8087,5129,21,0,96,16696
20190128T04-06,5815,7318,5129,19,0,96,16317
20190128T03-06,5907,7281,5128,21,0,96,15778
20190128T02-06,6146,7366,5129,20,0,96,15320
20190128T01-06,6237,7440,5129,22,0,96,15441
20190128T00-06,6738,8079,5129,22,0,96,15678
20190127T23-06,7803,9311,5129,20,0,96,14764
20190127T22-06,8941,11752,5129,21,0,131,12615
20190127T21-06,9543,13661,5129,20,0,134,10578
20190127T20-06,9885,14774,5129,20,0,184,8678
20190127T19-06,9748,15149,5130,18,8,185,7020
20190127T18-06,8504,14579,5130,20,348,231,5984
20190127T17-06,7712,13475,5130,20,1098,233,5803
20190127T16-06,7992,13463,5130,20,1227,196,5389
20190127T15-06,8569,13781,5130,19,1268,171,4827
20190127T14-06,9397,14470,5130,18,1260,170,3969
20190127T13-06,10288,15174,5129,18,1238,133,3553
20190127T12-06,10672,15877,5129,19,1272,165,3558
20190127T11-06,10958,17024,5129,18,1302,171,3407
20190127T10-06,11087,17664,5128,20,1173,172,4310
20190127T09-06,11031,17633,5129,21,342,198,5969
20190127T08-06,10969,17151,5129,21,4,187,6257
20190127T07-06,10281,16476,5129,21,0,200,6054
20190127T06-06,9984,15022,5129,22,0,172,6192
20190127T05-06,9845,14559,5130,21,0,136,5792
20190127T04-06,10156,15107,5130,18,0,136,4397
20190127T03-06,10180,15036,5129,22,0,163,4117
20190127T02-06,10193,15169,5129,20,0,137,4054
20190127T01-06,10456,15516,5129,21,0,137,3795
20190127T00-06,10927,16854,5129,20,0,137,3225
20190126T23-06,10702,17823,5129,23,0,137,3501
20190126T22-06,10528,18301,5129,21,0,172,3979
20190126T21-06,10830,18728,5129,23,0,177,3618
20190126T20-06,11032,19410,5129,24,0,225,2732
20190126T19-06,10686,19802,5129,20,5,225,2236
20190126T18-06,9462,18160,5129,22,430,241,2664
20190126T17-06,8169,17367,5129,22,921,242,2929
20190126T16-06,8323,17462,5129,23,1076,162,2794
20190126T15-06,8161,17465,5129,24,1142,137,3454
20190126T14-06,8502,17872,5129,23,1113,164,3719
20190126T13-06,8890,18348,5129,19,1046,152,4106
20190126T12-06,9930,19734,5129,19,820,200,3498
20190126T11-06,10196,22592,5129,20,608,172,2261
20190126T10-06,10170,23835,5129,21,509,173,2559
20190126T09-06,10253,24285,5129,17,163,199,2970
20190126T08-06,10667,23164,5129,19,1,188,3110
20190126T07-06,10524,21245,5129,19,0,201,3300
20190126T06-06,10386,19281,5129,20,0,137,3291
20190126T05-06,10002,17994,5129,19,0,137,3794
20190126T04-06,10119,17577,5129,18,0,137,3598
20190126T03-06,10173,17590,5129,18,0,164,3446
20190126T02-06,10310,17634,5129,20,0,137,3696
20190126T01-06,10399,17838,5129,22,0,137,3959
20190126T00-06,9909,19430,5128,21,0,137,4242
20190125T23-06,9970,20593,5128,19,0,137,4440
20190125T22-06,10329,21216,5128,19,0,137,4593
20190125T21-06,10511,21589,5129,19,0,138,4445
20190125T20-06,10459,21995,5128,20,0,190,4257
20190125T19-06,10291,22197,5128,20,5,225,3560
20190125T18-06,8911,21398,5128,20,410,243,2857
20190125T17-06,7965,20514,5128,19,1089,208,2974
20190125T16-06,7955,20105,5128,18,1242,165,3039
