,natural gas,petroleum,other,solar,hydro
20190303T14Z,3262,0,63,2,16
20190303T13Z,2869,0,70,0,16
20190303T12Z,2615,0,68,0,16
20190303T11Z,2489,0,68,0,15
20190303T10Z,2472,0,67,0,15
20190303T09Z,2492,0,70,0,15
20190303T08Z,2600,0,70,0,14
20190303T07Z,2746,0,69,0,15
20190303T06Z,2975,0,68,0,15
20190303T05Z,3217,0,68,0,15
20190303T04Z,3708,0,69,0,14
20190303T03Z,3951,0,67,0,14
20190303T02Z,4106,0,70,0,13
20190303T01Z,4382,0,72,0,12
20190303T00Z,4482,0,69,0,13
20190302T23Z,4670,0,71,4,26
20190302T22Z,4796,0,72,6,15
20190302T21Z,4748,0,69,8,16
20190302T20Z,4599,0,70,8,16
20190302T19Z,4507,0,71,10,16
20190302T18Z,4384,0,68,10,17
20190302T17Z,4024,0,64,4,14
20190302T16Z,3660,0,63,3,14
20190302T15Z,3707,0,69,5,14
20190302T14Z,3329,0,65,2,15
20190302T13Z,2981,0,66,0,14
20190302T12Z,2676,0,63,0,13
20190302T11Z,2493,0,64,0,13
20190302T10Z,2436,0,63,0,14
20190302T09Z,2471,0,63,0,13
20190302T08Z,2545,0,63,0,13
20190302T07Z,2707,0,64,0,14
20190302T06Z,2971,0,62,0,15
20190302T05Z,3282,0,61,0,16
20190302T04Z,3645,0,57,0,15
20190302T03Z,3963,0,58,0,15
20190302T02Z,4044,0,56,0,17
20190302T01Z,4329,0,58,0,18
20190302T00Z,4355,0,61,0,19
20190301T23Z,4346,0,60,4,26
20190301T22Z,4587,10,60,10,21
20190301T21Z,4620,0,58,14,21
20190301T20Z,4432,0,51,7,21
20190301T19Z,4194,0,50,4,21
20190301T18Z,3998,0,50,13,21
20190301T17Z,3789,0,51,28,21
20190301T16Z,3568,0,50,31,21
20190301T15Z,3710,0,50,57,21
20190301T14Z,3597,0,47,21,21
20190301T13Z,3485,0,50,3,21
20190301T12Z,3180,0,49,0,21
20190301T11Z,2700,0,51,0,21
20190301T10Z,2433,0,52,0,21
20190301T09Z,2423,0,47,0,21
20190301T08Z,2480,0,48,0,21
20190301T07Z,2628,0,48,0,21
20190301T06Z,2854,0,48,0,20
20190301T05Z,3134,0,51,0,21
20190301T04Z,3581,0,51,0,21
20190301T03Z,4175,0,46,0,20
20190301T02Z,4821,0,46,0,21
20190301T01Z,4805,0,45,0,20
20190301T00Z,4715,0,45,0,20
20190228T23Z,4807,0,40,21,21
20190228T22Z,5032,10,38,22,19
20190228T21Z,4883,8,44,26,20
20190228T20Z,4605,0,50,45,20
20190228T19Z,4391,19,49,45,19
20190228T18Z,4123,0,50,22,18
20190228T17Z,3929,0,48,21,19
20190228T16Z,3773,0,47,26,19
20190228T15Z,3660,0,49,22,18
20190228T14Z,3554,0,50,20,19
20190228T13Z,3459,0,49,4,19
20190228T12Z,3107,0,50,0,19
20190228T11Z,2668,0,49,0,18
20190228T10Z,2435,0,50,0,19
20190228T09Z,2457,0,49,0,20
20190228T08Z,2491,0,50,0,19
20190228T07Z,2597,0,48,0,19
20190228T06Z,2800,0,50,0,19
20190228T05Z,2924,0,49,0,19
20190228T04Z,3162,0,49,0,20
20190228T03Z,3679,0,50,0,19
20190228T02Z,4132,0,49,0,20
20190228T01Z,4330,0,50,0,20
20190228T00Z,4282,0,49,2,19
20190227T23Z,4244,0,50,8,20
20190227T22Z,4328,0,48,6,20
20190227T21Z,4336,0,48,12,20
20190227T20Z,4350,0,49,11,22
20190227T19Z,4214,0,45,12,22
20190227T18Z,4283,0,38,23,22
20190227T17Z,4166,0,40,41,23
20190227T16Z,3934,0,45,49,22
20190227T15Z,3692,0,47,62,24
20190227T14Z,3630,0,50,52,24
20190227T13Z,3615,0,50,11,25
20190227T12Z,3349,0,52,0,24
20190227T11Z,2893,0,53,0,24
20190227T10Z,2668,0,56,0,25
20190227T09Z,2615,0,57,0,24
20190227T08Z,2637,0,57,0,25
20190227T07Z,2764,0,57,0,24
20190227T06Z,2887,0,56,0,25
20190227T05Z,3250,0,58,0,24
20190227T04Z,3627,0,57,0,25
20190227T03Z,4026,0,57,0,25
20190227T02Z,4265,0,58,0,25
20190227T01Z,4457,0,56,0,25
20190227T00Z,4447,0,58,0,26
20190226T23Z,4261,0,55,2,26
20190226T22Z,4162,0,57,7,26
20190226T21Z,4090,0,55,21,26
20190226T20Z,4055,0,68,39,26
20190226T19Z,4138,0,70,38,26
20190226T18Z,4138,0,65,39,26
20190226T17Z,4151,0,68,23,25
20190226T16Z,4057,0,70,22,26
20190226T15Z,3950,0,70,12,26
20190226T14Z,3846,0,71,4,25
20190226T13Z,3934,0,71,0,25
20190226T12Z,3596,0,70,0,26
20190226T11Z,3080,0,68,0,25
20190226T10Z,2625,0,68,0,26
20190226T09Z,2545,0,69,0,25
20190226T08Z,2576,0,69,0,26
20190226T07Z,2675,0,67,0,26
20190226T06Z,2853,0,71,0,27
20190226T05Z,3192,0,69,0,26
20190226T04Z,3663,0,72,0,27
20190226T03Z,4116,0,68,0,27
20190226T02Z,4498,0,72,0,26
20190226T01Z,4749,0,69,0,27
20190226T00Z,4620,0,71,1,27
20190225T23Z,4584,0,68,16,26
20190225T22Z,4510,0,63,71,27
20190225T21Z,4413,0,60,81,23
20190225T20Z,4275,0,63,83,23
20190225T19Z,4146,0,62,82,23
20190225T18Z,4007,0,61,81,24
20190225T17Z,3903,0,63,83,23
20190225T16Z,3835,0,61,83,23
20190225T15Z,3765,0,68,80,23
20190225T14Z,3687,0,69,70,23
20190225T13Z,3626,0,69,11,23
20190225T12Z,3323,0,70,0,23
20190225T11Z,2877,0,71,0,24
20190225T10Z,2639,0,71,0,25
20190225T09Z,2660,0,71,0,25
20190225T08Z,2775,0,69,0,25
20190225T07Z,2935,0,70,0,25
20190225T06Z,3039,0,69,0,26
20190225T05Z,3391,0,72,0,25
20190225T04Z,3805,0,72,0,25
20190225T03Z,4304,0,71,0,25
20190225T02Z,4359,0,71,0,25
20190225T01Z,4558,0,72,0,25
20190225T00Z,4736,0,71,0,26
20190224T23Z,4924,0,78,12,25
20190224T22Z,5002,0,77,31,25
20190224T21Z,5034,0,76,53,26
20190224T20Z,4972,0,77,41,25
20190224T19Z,5057,0,71,36,25
20190224T18Z,4896,0,74,25,25
20190224T17Z,4635,0,77,6,25
20190224T16Z,4318,0,77,17,26
20190224T15Z,4002,0,76,13,25
20190224T14Z,3670,0,74,9,25
20190224T13Z,3234,0,78,2,25
20190224T12Z,2997,0,76,0,22
20190224T11Z,2868,0,75,0,23
20190224T10Z,2846,0,77,0,23
20190224T09Z,2920,0,74,0,23
20190224T08Z,3035,0,78,0,23
20190224T07Z,3226,0,76,0,22
20190224T06Z,3373,0,73,0,23
20190224T05Z,3844,0,97,0,23
20190224T04Z,4150,0,97,0,23
20190224T03Z,4680,0,94,0,23
20190224T02Z,4773,0,95,0,23
20190224T01Z,4961,0,96,0,22
20190224T00Z,5236,0,94,1,23
20190223T23Z,5391,0,94,31,27
20190223T22Z,5575,0,85,69,23
20190223T21Z,5518,0,82,74,23
20190223T20Z,5450,0,81,56,23
20190223T19Z,5393,0,78,58,23
20190223T18Z,5442,0,80,56,23
20190223T17Z,5267,0,81,79,23
20190223T16Z,4766,0,80,79,23
20190223T15Z,4269,0,82,36,24
20190223T14Z,3966,0,80,13,23
20190223T13Z,3382,0,80,5,23
20190223T12Z,3108,0,79,0,24
20190223T11Z,2894,0,79,0,23
20190223T10Z,2847,0,81,0,24
20190223T09Z,2887,0,80,0,24
20190223T08Z,2984,0,79,0,23
20190223T07Z,3164,0,79,0,24
20190223T06Z,3450,0,80,0,24
20190223T05Z,3727,0,78,0,24
20190223T04Z,4069,0,78,0,24
20190223T03Z,4532,0,75,0,24
20190223T02Z,4676,0,78,0,25
20190223T01Z,5004,0,77,0,24
20190223T00Z,5236,0,77,1,25
20190222T23Z,5543,0,76,19,25
20190222T22Z,5745,0,82,17,25
20190222T21Z,5750,0,82,63,26
20190222T20Z,5452,0,82,75,26
20190222T19Z,5163,0,82,78,27
20190222T18Z,4911,25,84,63,29
20190222T17Z,4647,41,80,50,30
20190222T16Z,4517,113,83,30,31
20190222T15Z,4229,3,80,13,31
20190222T14Z,3930,0,87,7,30
20190222T13Z,3660,0,86,1,30
20190222T12Z,3348,0,87,0,31
20190222T11Z,2914,0,88,0,30
20190222T10Z,2733,0,86,0,30
20190222T09Z,2707,0,80,0,30
20190222T08Z,2791,0,76,0,30
20190222T07Z,2945,0,83,0,30
20190222T06Z,3203,0,81,0,30
20190222T05Z,3553,0,87,0,30
20190222T04Z,3982,0,85,0,30
20190222T03Z,4426,0,85,0,30
20190222T02Z,4595,0,83,0,30
20190222T01Z,4858,0,85,0,30
20190222T00Z,5036,0,83,1,30
20190221T23Z,5142,0,86,19,30
20190221T22Z,5238,0,86,39,29
20190221T21Z,5303,0,88,36,30
20190221T20Z,4914,0,86,49,30
20190221T19Z,4801,0,83,54,29
20190221T18Z,4824,0,81,52,30
20190221T17Z,4580,0,83,58,29
20190221T16Z,4433,0,83,72,30
20190221T15Z,4169,0,82,69,29
20190221T14Z,3997,0,87,29,30
20190221T13Z,3768,0,86,2,29
20190221T12Z,3545,0,85,0,30
20190221T11Z,3100,0,81,0,29
20190221T10Z,2895,0,78,0,29
20190221T09Z,2895,0,79,0,29
20190221T08Z,2981,0,76,0,29
20190221T07Z,3153,0,78,0,29
20190221T06Z,3421,0,78,0,29
20190221T05Z,3789,0,79,0,28
20190221T04Z,4263,0,81,0,29
20190221T03Z,4802,0,77,0,27
20190221T02Z,5011,0,80,0,27
20190221T01Z,5342,0,77,0,27
20190221T00Z,5424,0,77,1,28
20190220T23Z,5387,0,74,18,32
20190220T22Z,5526,0,77,22,22
20190220T21Z,5455,0,77,34,25
20190220T20Z,5361,0,69,53,26
20190220T19Z,5140,37,66,50,26
20190220T18Z,4906,4,69,63,27
20190220T17Z,4896,0,73,37,25
20190220T16Z,4681,0,77,12,27
20190220T15Z,4457,0,77,12,26
20190220T14Z,4191,0,77,3,26
20190220T13Z,3977,0,79,1,26
20190220T12Z,3634,0,79,0,25
20190220T11Z,3157,0,76,0,25
20190220T10Z,2907,0,77,0,25
20190220T09Z,2895,0,78,0,25
20190220T08Z,2972,0,76,0,25
20190220T07Z,3130,0,81,0,25
20190220T06Z,3387,0,83,0,24
20190220T05Z,3720,0,85,0,25
20190220T04Z,4181,0,84,0,24
20190220T03Z,4691,0,87,0,25
20190220T02Z,5199,0,84,0,26
20190220T01Z,5537,0,85,0,26
20190220T00Z,5655,0,84,0,25
20190219T23Z,5709,0,83,5,26
20190219T22Z,5830,0,83,8,25
20190219T21Z,5649,0,84,15,26
20190219T20Z,5400,0,82,29,25
20190219T19Z,5102,0,85,43,25
20190219T18Z,4783,0,82,40,26
20190219T17Z,4535,0,82,49,25
20190219T16Z,4331,0,83,22,25
20190219T15Z,4079,0,83,11,24
20190219T14Z,3905,0,83,8,25
20190219T13Z,3818,0,83,2,25
20190219T12Z,3485,0,76,0,25
20190219T11Z,2983,0,82,0,25
20190219T10Z,2747,0,79,0,25
20190219T09Z,2740,0,79,0,25
20190219T08Z,2796,0,78,0,25
20190219T07Z,2972,0,78,0,24
20190219T06Z,3211,0,77,0,25
20190219T05Z,3614,0,78,0,24
20190219T04Z,4075,0,77,0,25
20190219T03Z,4670,0,77,0,24
20190219T02Z,5014,0,78,0,25
20190219T01Z,5409,0,76,0,24
20190219T00Z,5404,0,77,0,24
20190218T23Z,5438,0,76,3,27
20190218T22Z,5444,0,84,8,24
20190218T21Z,5423,0,83,14,23
20190218T20Z,5491,0,82,26,23
20190218T19Z,5169,0,81,43,23
20190218T18Z,4801,0,84,40,24
20190218T17Z,4559,0,83,31,23
20190218T16Z,4290,0,82,44,23
20190218T15Z,4117,0,82,49,24
20190218T14Z,3948,0,83,9,23
20190218T13Z,3597,0,85,2,24
20190218T12Z,3284,0,83,0,23
20190218T11Z,2931,0,83,0,24
20190218T10Z,2719,0,86,0,23
20190218T09Z,2677,0,85,0,24
20190218T08Z,2758,0,84,0,23
20190218T07Z,2887,0,84,0,23
20190218T06Z,3142,0,84,0,24
20190218T05Z,3494,0,89,0,23
20190218T04Z,3939,0,88,0,24
20190218T03Z,4409,0,88,0,23
20190218T02Z,4875,0,88,0,23
20190218T01Z,5265,0,89,0,23
20190218T00Z,5289,0,88,0,24
20190217T23Z,5345,0,89,9,26
20190217T22Z,5379,0,90,24,23
20190217T21Z,5316,0,89,31,23
20190217T20Z,5176,0,91,31,24
20190217T19Z,4923,0,89,46,23
20190217T18Z,4571,0,89,22,23
20190217T17Z,4287,0,91,27,24
20190217T16Z,4008,0,91,22,23
20190217T15Z,3751,0,89,15,23
20190217T14Z,3382,0,91,6,24
20190217T13Z,2984,0,90,1,23
20190217T12Z,2761,0,91,0,24
20190217T11Z,2573,0,92,0,23
20190217T10Z,2509,0,94,0,24
20190217T09Z,2550,0,86,0,24
20190217T08Z,2604,0,79,0,23
20190217T07Z,2733,0,79,0,24
20190217T06Z,2974,0,82,0,24
20190217T05Z,3229,0,80,0,23
20190217T04Z,3525,0,82,0,24
20190217T03Z,3836,0,86,0,24
20190217T02Z,4092,0,94,0,23
20190217T01Z,4326,0,93,0,24
20190217T00Z,4339,0,95,1,24
20190216T23Z,4249,0,93,7,23
20190216T22Z,4282,0,95,35,24
20190216T21Z,4062,0,92,39,23
20190216T20Z,4103,0,94,64,24
20190216T19Z,4047,0,93,59,23
20190216T18Z,4024,0,94,32,24
20190216T17Z,3927,0,96,49,23
20190216T16Z,3820,0,91,46,24
20190216T15Z,3722,0,94,21,23
20190216T14Z,3538,0,93,16,24
20190216T13Z,3254,0,93,3,23
20190216T12Z,3033,0,93,0,24
20190216T11Z,2754,0,93,0,23
20190216T10Z,2639,0,91,0,24
20190216T09Z,2597,0,93,0,23
20190216T08Z,2629,0,93,0,23
20190216T07Z,2689,0,92,0,24
20190216T06Z,2889,0,93,0,23
20190216T05Z,3161,0,94,0,23
20190216T04Z,3474,0,92,0,24
20190216T03Z,3817,0,93,0,23
20190216T02Z,4080,0,94,0,24
20190216T01Z,4296,0,93,0,24
20190216T00Z,4306,0,93,1,23
20190215T23Z,4194,0,92,5,27
20190215T22Z,4233,0,92,43,24
20190215T21Z,4188,0,92,44,24
20190215T20Z,4142,0,92,53,24
20190215T19Z,4081,0,93,61,24
20190215T18Z,4019,0,90,60,24
20190215T17Z,3961,0,94,68,24
20190215T16Z,3941,0,93,70,24
20190215T15Z,3992,0,92,49,24
20190215T14Z,4115,0,93,49,24
20190215T13Z,4118,0,92,6,24
20190215T12Z,3768,0,93,0,25
20190215T11Z,3153,0,93,0,24
20190215T10Z,2830,0,93,0,24
20190215T09Z,2724,0,94,0,25
20190215T08Z,2718,0,92,0,25
20190215T07Z,2760,0,89,0,25
20190215T06Z,2913,0,94,0,25
20190215T05Z,3138,0,90,0,25
20190215T04Z,3520,0,93,0,25
20190215T03Z,3875,0,92,0,26
20190215T02Z,4109,0,91,0,26
20190215T01Z,4287,0,91,0,27
20190215T00Z,4210,0,94,0,28
20190214T23Z,3940,34,91,7,27
20190214T22Z,3882,3,93,33,29
20190214T21Z,3802,14,92,36,29
20190214T20Z,3795,13,93,53,30
20190214T19Z,3786,0,94,60,30
20190214T18Z,3817,0,92,73,30
20190214T17Z,4025,0,92,77,30
20190214T16Z,4372,0,91,81,30
20190214T15Z,4929,0,88,68,31
20190214T14Z,5657,0,84,51,30
20190214T13Z,5925,0,81,5,31
20190214T12Z,5452,0,77,0,31
20190214T11Z,4613,0,84,0,29
20190214T10Z,3966,0,91,0,27
20190214T09Z,3635,0,92,0,26
20190214T08Z,3561,0,93,0,26
20190214T07Z,3540,0,92,0,26
20190214T06Z,3637,0,95,0,27
20190214T05Z,3851,0,94,0,26
20190214T04Z,4288,0,92,0,26
20190214T03Z,4667,0,93,0,27
20190214T02Z,4774,0,92,0,26
20190214T01Z,4726,0,93,0,26
20190214T00Z,4589,0,94,1,27
20190213T23Z,4140,0,94,18,31
20190213T22Z,4054,0,91,36,26
20190213T21Z,3903,0,99,56,26
20190213T20Z,3879,0,108,59,26
20190213T19Z,3898,0,111,59,25
20190213T18Z,3938,0,111,70,26
20190213T17Z,3913,0,114,73,26
20190213T16Z,3901,0,111,49,26
20190213T15Z,3837,0,113,20,25
20190213T14Z,3737,0,113,11,26
20190213T13Z,3616,0,112,1,26
20190213T12Z,3299,0,112,0,26
20190213T11Z,2822,0,103,0,26
20190213T10Z,2594,0,97,0,26
20190213T09Z,2636,0,98,0,26
20190213T08Z,2673,0,98,0,26
20190213T07Z,2894,0,96,0,26
20190213T06Z,3134,0,97,0,26
20190213T05Z,3505,0,100,0,26
20190213T04Z,4021,0,100,0,26
20190213T03Z,4492,0,98,0,26
20190213T02Z,4962,0,99,0,26
20190213T01Z,5064,0,99,0,26
20190213T00Z,5081,0,100,0,26
20190212T23Z,4908,0,101,17,26
20190212T22Z,4953,0,100,49,26
20190212T21Z,5149,0,101,55,25
20190212T20Z,5117,0,97,50,25
20190212T19Z,4990,0,100,61,26
20190212T18Z,4884,0,99,55,25
20190212T17Z,4641,0,99,23,26
20190212T16Z,4400,0,100,16,25
20190212T15Z,4157,0,99,12,25
20190212T14Z,3964,0,100,14,26
20190212T13Z,3824,0,99,2,25
20190212T12Z,3489,0,99,0,26
20190212T11Z,2945,0,100,0,25
20190212T10Z,2703,0,98,0,25
20190212T09Z,2666,0,98,0,25
20190212T08Z,2758,0,95,0,25
20190212T07Z,2880,0,95,0,25
20190212T06Z,3102,0,95,0,25
20190212T05Z,3464,0,94,0,26
20190212T04Z,3926,0,96,0,25
20190212T03Z,4509,0,98,0,25
20190212T02Z,4868,0,99,0,26
20190212T01Z,5174,0,98,0,25
20190212T00Z,5199,0,100,0,25
20190211T23Z,5105,0,96,25,29
20190211T22Z,5138,0,98,41,26
20190211T21Z,4962,0,98,52,25
20190211T20Z,4895,0,99,55,26
20190211T19Z,4686,0,96,58,25
20190211T18Z,4458,17,99,56,26
20190211T17Z,4296,34,103,32,25
20190211T16Z,4104,0,100,19,25
20190211T15Z,3892,0,102,13,26
20190211T14Z,3726,0,100,6,25
20190211T13Z,3686,0,100,1,26
20190211T12Z,3294,0,102,0,25
20190211T11Z,2804,0,101,0,26
20190211T10Z,2546,0,102,0,25
20190211T09Z,2493,0,101,0,26
20190211T08Z,2534,0,99,0,25
20190211T07Z,2640,0,100,0,26
20190211T06Z,2863,0,103,0,25
20190211T05Z,3134,0,114,0,26
20190211T04Z,3541,0,114,0,25
20190211T03Z,3953,0,114,0,25
20190211T02Z,4196,0,114,0,25
20190211T01Z,4472,0,115,0,26
20190211T00Z,4486,0,115,0,25
20190210T23Z,4227,0,117,1,25
20190210T22Z,4148,0,114,12,25
20190210T21Z,4060,0,116,24,26
20190210T20Z,4037,0,115,42,25
20190210T19Z,3992,0,114,37,25
20190210T18Z,4078,0,111,41,25
20190210T17Z,3955,0,116,48,25
20190210T16Z,3843,0,116,31,25
20190210T15Z,3664,0,116,19,25
20190210T14Z,3306,0,116,12,25
20190210T13Z,2937,0,116,2,24
20190210T12Z,2721,0,114,0,25
20190210T11Z,2584,0,113,0,25
20190210T10Z,2506,0,116,0,26
20190210T09Z,2524,0,112,0,25
20190210T08Z,2576,0,114,0,25
20190210T07Z,2687,0,114,0,25
20190210T06Z,2899,0,114,0,25
20190210T05Z,3222,0,114,0,25
20190210T04Z,3491,0,112,0,25
20190210T03Z,3776,0,109,0,25
20190210T02Z,4025,0,111,0,25
20190210T01Z,4232,0,113,0,25
20190210T00Z,4297,0,112,0,25
20190209T23Z,4085,0,111,11,25
20190209T22Z,4068,0,113,43,25
20190209T21Z,4091,0,111,65,24
20190209T20Z,4107,0,114,66,25
20190209T19Z,4027,0,111,75,25
20190209T18Z,3942,0,112,78,24
20190209T17Z,3959,0,114,32,24
20190209T16Z,3894,0,112,17,24
20190209T15Z,3759,0,111,13,24
20190209T14Z,3508,0,106,16,24
20190209T13Z,3157,0,107,2,24
20190209T12Z,2876,0,105,0,24
20190209T11Z,2707,0,106,0,23
20190209T10Z,2644,0,105,0,23
20190209T09Z,2633,0,107,0,21
20190209T08Z,2715,0,106,0,21
20190209T07Z,2854,0,107,0,21
20190209T06Z,3051,0,105,0,20
20190209T05Z,3230,0,107,0,25
20190209T04Z,3622,0,105,0,26
20190209T03Z,4101,0,105,0,26
20190209T02Z,4428,0,107,0,27
20190209T01Z,4790,0,107,0,26
20190209T00Z,4888,0,106,0,25
20190208T23Z,4943,0,106,8,24
20190208T22Z,4943,0,105,12,19
20190208T21Z,4864,0,104,13,20
20190208T20Z,4672,0,106,52,20
20190208T19Z,4532,0,104,42,19
20190208T18Z,4235,0,105,65,20
20190208T17Z,3998,0,106,75,21
20190208T16Z,3903,0,104,70,21
20190208T15Z,3816,0,106,70,21
20190208T14Z,3746,0,104,27,20
20190208T13Z,3664,0,105,2,20
20190208T12Z,3390,0,102,0,19
20190208T11Z,2893,0,103,0,20
20190208T10Z,2590,0,105,0,17
20190208T09Z,2518,0,110,0,17
20190208T08Z,2554,0,109,0,17
20190208T07Z,2648,0,111,0,16
20190208T06Z,2878,0,108,0,12
20190208T05Z,3170,0,106,0,12
20190208T04Z,3583,0,108,0,12
20190208T03Z,4090,0,107,0,13
20190208T02Z,4433,0,107,0,19
20190208T01Z,4682,0,107,0,19
20190208T00Z,4694,0,112,0,20
20190207T23Z,4623,0,111,19,22
20190207T22Z,4621,0,111,62,21
20190207T21Z,4536,0,109,60,22
20190207T20Z,4386,0,109,70,21
20190207T19Z,4250,0,111,62,21
20190207T18Z,4098,0,110,73,21
20190207T17Z,3993,0,110,72,20
20190207T16Z,3884,0,111,75,21
20190207T15Z,3731,0,110,75,21
20190207T14Z,3803,0,107,43,20
20190207T13Z,3704,0,110,3,21
20190207T12Z,3410,0,107,0,21
20190207T11Z,2880,0,109,0,21
20190207T10Z,2583,0,111,0,21
20190207T09Z,2507,0,107,0,21
20190207T08Z,2513,0,106,0,21
20190207T07Z,2629,0,107,0,21
20190207T06Z,2828,0,107,0,21
20190207T05Z,3123,0,107,0,21
20190207T04Z,3557,0,107,0,22
20190207T03Z,4048,0,106,0,21
20190207T02Z,4371,0,109,0,21
20190207T01Z,4609,0,109,0,22
20190207T00Z,4607,0,109,0,21
20190206T23Z,4471,0,110,6,22
20190206T22Z,4426,0,109,37,21
20190206T21Z,4321,0,108,65,22
20190206T20Z,4171,5,111,70,21
20190206T19Z,4036,43,107,70,21
20190206T18Z,4000,0,103,68,21
20190206T17Z,3934,0,90,67,22
20190206T16Z,3865,0,86,66,21
20190206T15Z,3852,0,90,61,21
20190206T14Z,3956,0,88,34,21
20190206T13Z,4037,0,89,4,21
20190206T12Z,3618,0,89,0,21
20190206T11Z,3074,0,88,0,21
20190206T10Z,2733,0,87,0,21
20190206T09Z,2618,0,89,0,21
20190206T08Z,2614,0,91,0,21
20190206T07Z,2653,0,89,0,21
20190206T06Z,2814,0,89,0,21
20190206T05Z,3093,0,91,0,21
20190206T04Z,3539,0,90,0,21
20190206T03Z,4019,0,90,0,22
20190206T02Z,4367,0,90,0,21
20190206T01Z,4634,0,89,0,21
20190206T00Z,4586,0,91,0,20
20190205T23Z,4322,0,89,18,21
20190205T22Z,4264,0,90,56,20
20190205T21Z,4095,0,90,59,19
20190205T20Z,4035,0,90,64,19
20190205T19Z,3980,0,88,70,21
20190205T18Z,3903,0,90,73,21
20190205T17Z,3856,0,90,75,20
20190205T16Z,3860,0,89,77,21
20190205T15Z,3979,0,87,73,21
20190205T14Z,4170,0,88,37,21
20190205T13Z,4293,0,88,3,21
20190205T12Z,3872,0,89,0,21
20190205T11Z,3220,0,86,0,21
20190205T10Z,2887,0,86,0,21
20190205T09Z,2764,0,86,0,21
20190205T08Z,2757,0,87,0,21
20190205T07Z,2810,0,88,0,21
20190205T06Z,2931,0,88,0,21
20190205T05Z,3172,0,89,0,21
20190205T04Z,3536,0,89,0,20
20190205T03Z,3974,0,89,0,21
20190205T02Z,4315,0,87,0,21
20190205T01Z,4504,0,106,0,21
20190205T00Z,4455,0,113,0,21
20190204T23Z,4137,0,112,18,21
20190204T22Z,3977,0,113,63,21
20190204T21Z,3828,0,114,75,21
20190204T20Z,3874,0,112,64,21
20190204T19Z,3897,0,113,78,21
20190204T18Z,3871,0,111,61,21
20190204T17Z,3933,0,113,62,21
20190204T16Z,3816,0,112,52,21
20190204T15Z,3902,0,113,38,21
20190204T14Z,3798,0,114,19,21
20190204T13Z,3730,0,115,1,21
20190204T12Z,3334,0,114,0,21
20190204T11Z,2837,0,112,0,21
20190204T10Z,2541,0,114,0,22
20190204T09Z,2475,0,115,0,21
20190204T08Z,2487,0,113,0,21
20190204T07Z,2594,0,112,0,22
20190204T06Z,2780,0,114,0,21
20190204T05Z,3110,0,115,0,22
20190204T04Z,3457,0,113,0,21
20190204T03Z,3737,0,113,0,22
20190204T02Z,3969,0,112,0,22
20190204T01Z,4158,0,112,0,21
20190204T00Z,4273,0,112,0,21
20190203T23Z,4150,0,113,4,22
20190203T22Z,4049,0,113,7,21
20190203T21Z,3992,0,114,22,21
20190203T20Z,3994,0,112,38,21
20190203T19Z,4017,0,113,27,21
20190203T18Z,3998,0,113,25,22
20190203T17Z,3942,0,113,45,21
20190203T16Z,3864,0,114,19,21
20190203T15Z,3734,0,111,6,21
20190203T14Z,3378,0,103,2,21
20190203T13Z,3018,0,99,1,22
20190203T12Z,2742,0,97,0,21
20190203T11Z,2568,0,108,0,21
20190203T10Z,2479,0,107,0,22
20190203T09Z,2481,0,108,0,21
20190203T08Z,2547,0,108,0,21
20190203T07Z,2670,0,110,0,21
20190203T06Z,2885,0,112,0,21
20190203T05Z,3139,0,115,0,21
20190203T04Z,3488,0,114,0,21
20190203T03Z,3795,0,110,0,21
20190203T02Z,4009,0,113,0,21
20190203T01Z,4199,0,113,0,21
20190203T00Z,4224,0,111,0,22
20190202T23Z,4034,0,109,4,21
20190202T22Z,4043,0,107,16,21
20190202T21Z,4034,0,105,11,21
20190202T20Z,4042,0,104,12,20
20190202T19Z,4035,0,105,20,21
20190202T18Z,4042,0,106,25,20
20190202T17Z,4041,0,105,9,21
20190202T16Z,3968,0,105,13,20
20190202T15Z,3847,0,105,10,20
20190202T14Z,3588,0,102,9,19
20190202T13Z,3363,0,101,2,19
20190202T12Z,3042,0,102,0,19
20190202T11Z,2709,0,106,0,18
20190202T10Z,2613,0,105,0,19
20190202T09Z,2587,0,106,0,18
20190202T08Z,2625,0,105,0,18
20190202T07Z,2738,0,104,0,18
20190202T06Z,2954,0,106,0,18
20190202T05Z,3055,0,106,0,18
20190202T04Z,3348,0,104,0,17
20190202T03Z,3469,0,107,0,18
20190202T02Z,3880,0,106,0,17
20190202T01Z,4031,0,105,0,18
20190202T00Z,4066,0,105,0,17
20190201T23Z,3830,0,104,2,18
20190201T22Z,3761,0,105,9,17
20190201T21Z,3762,0,104,7,18
20190201T20Z,3795,0,103,25,17
20190201T19Z,3782,27,102,26,17
20190201T18Z,3869,3,103,18,16
20190201T17Z,3944,0,104,19,17
20190201T16Z,3893,0,100,28,17
20190201T15Z,3884,0,104,29,16
20190201T14Z,4178,0,103,6,16
20190201T13Z,4256,0,102,1,17
20190201T12Z,3895,0,108,0,16
20190201T11Z,3574,0,105,0,17
20190201T10Z,3399,0,103,0,16
20190201T09Z,3342,0,101,0,17
20190201T08Z,3369,0,101,0,16
20190201T07Z,3426,0,105,0,17
20190201T06Z,3669,0,107,0,16
20190201T05Z,3979,0,106,0,16
20190201T04Z,4239,0,106,0,16
20190201T03Z,4603,0,107,0,15
20190201T02Z,4862,0,106,0,16
20190201T01Z,4993,0,109,0,15
20190201T00Z,4841,0,110,0,15
