,other,hydro
20190225T14Z,235,998
20190225T13Z,235,994
20190225T12Z,235,823
20190225T11Z,233,539
20190225T10Z,216,400
20190225T09Z,212,387
20190225T08Z,210,387
20190225T07Z,210,389
20190225T06Z,216,374
20190225T05Z,217,487
20190225T04Z,228,690
20190225T03Z,235,713
20190225T02Z,235,747
20190225T01Z,235,779
20190225T00Z,235,801
20190224T23Z,219,720
20190224T22Z,197,713
20190224T21Z,194,667
20190224T20Z,214,727
20190224T19Z,217,723
20190224T18Z,217,694
20190224T17Z,218,686
20190224T16Z,226,697
20190224T15Z,228,632
20190224T14Z,228,684
20190224T13Z,225,630
20190224T12Z,203,396
20190224T11Z,199,393
20190224T10Z,200,439
20190224T09Z,198,440
20190224T08Z,198,437
20190224T07Z,198,441
20190224T06Z,198,442
20190224T05Z,200,437
20190224T04Z,220,436
20190224T03Z,232,447
20190224T02Z,231,559
20190224T01Z,231,661
20190224T00Z,217,817
20190223T23Z,195,825
20190223T22Z,194,819
20190223T21Z,194,794
20190223T20Z,198,795
20190223T19Z,198,813
20190223T18Z,219,815
20190223T17Z,229,830
20190223T16Z,236,849
20190223T15Z,234,803
20190223T14Z,235,798
20190223T13Z,234,790
20190223T12Z,235,571
20190223T11Z,235,482
20190223T10Z,229,474
20190223T09Z,202,472
20190223T08Z,202,473
20190223T07Z,202,472
20190223T06Z,194,397
20190223T05Z,208,393
20190223T04Z,222,494
20190223T03Z,234,525
20190223T02Z,235,614
20190223T01Z,236,655
20190223T00Z,234,749
20190222T23Z,234,708
20190222T22Z,227,646
20190222T21Z,234,654
20190222T20Z,234,713
20190222T19Z,235,771
20190222T18Z,234,888
20190222T17Z,235,1009
20190222T16Z,235,1011
20190222T15Z,235,1099
20190222T14Z,235,1097
20190222T13Z,234,924
20190222T12Z,232,544
20190222T11Z,212,414
20190222T10Z,207,417
20190222T09Z,207,412
20190222T08Z,207,411
20190222T07Z,209,411
20190222T06Z,215,413
20190222T05Z,234,409
20190222T04Z,235,463
20190222T03Z,235,491
20190222T02Z,235,516
20190222T01Z,234,640
20190222T00Z,235,785
20190221T23Z,235,829
20190221T22Z,228,878
20190221T21Z,231,863
20190221T20Z,233,884
20190221T19Z,236,910
20190221T18Z,235,1031
20190221T17Z,234,1066
20190221T16Z,236,1085
20190221T15Z,236,1122
20190221T14Z,235,1125
20190221T13Z,235,1059
20190221T12Z,235,607
20190221T11Z,227,451
20190221T10Z,210,442
20190221T09Z,209,442
20190221T08Z,209,442
20190221T07Z,222,442
20190221T06Z,220,527
20190221T05Z,222,535
20190221T04Z,222,603
20190221T03Z,235,771
20190221T02Z,235,1262
20190221T01Z,235,1299
20190221T00Z,234,1045
20190220T23Z,235,897
20190220T22Z,235,845
20190220T21Z,235,710
20190220T20Z,235,584
20190220T19Z,235,586
20190220T18Z,235,789
20190220T17Z,235,1006
20190220T16Z,234,1139
20190220T15Z,236,1383
20190220T14Z,235,1446
20190220T13Z,235,1276
20190220T12Z,236,859
20190220T11Z,235,645
20190220T10Z,235,561
20190220T09Z,235,560
20190220T08Z,235,559
20190220T07Z,235,525
20190220T06Z,235,702
20190220T05Z,235,705
20190220T04Z,235,797
20190220T03Z,234,960
20190220T02Z,235,1196
20190220T01Z,235,1125
20190220T00Z,234,984
20190219T23Z,235,781
20190219T22Z,234,660
20190219T21Z,235,645
20190219T20Z,234,588
20190219T19Z,236,586
20190219T18Z,234,657
20190219T17Z,236,934
20190219T16Z,235,1213
20190219T15Z,234,1451
20190219T14Z,235,1459
20190219T13Z,236,1334
20190219T12Z,235,744
20190219T11Z,235,579
20190219T10Z,236,577
20190219T09Z,235,575
20190219T08Z,235,574
20190219T07Z,235,574
20190219T06Z,213,587
20190219T05Z,223,588
20190219T04Z,235,615
20190219T03Z,235,686
20190219T02Z,235,1068
20190219T01Z,235,1145
20190219T00Z,236,1023
20190218T23Z,235,851
20190218T22Z,236,760
20190218T21Z,236,802
20190218T20Z,236,714
20190218T19Z,235,798
20190218T18Z,236,922
20190218T17Z,235,1037
20190218T16Z,235,1103
20190218T15Z,236,1265
20190218T14Z,234,1261
20190218T13Z,236,1116
20190218T12Z,233,723
20190218T11Z,216,572
20190218T10Z,210,578
20190218T09Z,208,570
20190218T08Z,207,554
20190218T07Z,208,553
20190218T06Z,232,558
20190218T05Z,235,559
20190218T04Z,233,564
20190218T03Z,233,782
20190218T02Z,233,772
20190218T01Z,233,775
20190218T00Z,232,835
20190217T23Z,228,868
20190217T22Z,225,827
20190217T21Z,222,786
20190217T20Z,222,687
20190217T19Z,226,716
20190217T18Z,229,989
20190217T17Z,229,1278
20190217T16Z,236,1242
20190217T15Z,235,1291
20190217T14Z,235,1289
20190217T13Z,236,1212
20190217T12Z,235,702
20190217T11Z,234,568
20190217T10Z,232,570
20190217T09Z,234,534
20190217T08Z,233,503
20190217T07Z,234,505
20190217T06Z,228,600
20190217T05Z,229,607
20190217T04Z,231,645
20190217T03Z,231,695
20190217T02Z,236,716
20190217T01Z,236,720
20190217T00Z,236,783
20190216T23Z,230,877
20190216T22Z,226,794
20190216T21Z,235,793
20190216T20Z,235,877
20190216T19Z,236,962
20190216T18Z,235,1119
20190216T17Z,231,1198
20190216T16Z,235,1221
20190216T15Z,236,1218
20190216T14Z,235,1209
20190216T13Z,234,1169
20190216T12Z,233,745
20190216T11Z,234,611
20190216T10Z,234,608
20190216T09Z,234,582
20190216T08Z,234,552
20190216T07Z,233,552
20190216T06Z,219,728
20190216T05Z,224,726
20190216T04Z,224,818
20190216T03Z,235,994
20190216T02Z,235,1089
20190216T01Z,236,1117
20190216T00Z,235,1094
20190215T23Z,235,1025
20190215T22Z,235,832
20190215T21Z,235,822
20190215T20Z,237,729
20190215T19Z,235,729
20190215T18Z,235,907
20190215T17Z,234,1109
20190215T16Z,235,1255
20190215T15Z,235,1272
20190215T14Z,234,1300
20190215T13Z,236,1203
20190215T12Z,224,836
20190215T11Z,216,733
20190215T10Z,205,725
20190215T09Z,192,723
20190215T08Z,191,720
20190215T07Z,190,713
20190215T06Z,190,786
20190215T05Z,209,792
20190215T04Z,211,796
20190215T03Z,225,788
20190215T02Z,235,792
20190215T01Z,236,863
20190215T00Z,236,912
20190214T23Z,229,954
20190214T22Z,224,957
20190214T21Z,216,986
20190214T20Z,228,1017
20190214T19Z,229,1020
20190214T18Z,231,1044
20190214T17Z,231,1081
20190214T16Z,235,1102
20190214T15Z,235,1095
20190214T14Z,236,1094
20190214T13Z,235,1083
20190214T12Z,232,895
20190214T11Z,200,792
20190214T10Z,190,791
20190214T09Z,189,713
20190214T08Z,190,712
20190214T07Z,189,713
20190214T06Z,164,710
20190214T05Z,183,710
20190214T04Z,187,700
20190214T03Z,195,701
20190214T02Z,195,815
20190214T01Z,196,817
20190214T00Z,195,867
20190213T23Z,190,759
20190213T22Z,164,808
20190213T21Z,184,780
20190213T20Z,187,808
20190213T19Z,189,806
20190213T18Z,190,809
20190213T17Z,194,843
20190213T16Z,181,934
20190213T15Z,178,957
20190213T14Z,156,1021
20190213T13Z,123,1027
20190213T12Z,121,851
20190213T11Z,94,623
20190213T10Z,92,614
20190213T09Z,76,618
20190213T08Z,56,606
20190213T07Z,24,616
20190213T06Z,0,617
20190213T05Z,0,614
20190213T04Z,0,658
20190213T03Z,0,743
20190213T02Z,0,1122
20190213T01Z,0,1279
20190213T00Z,0,1098
20190212T23Z,0,1012
20190212T22Z,0,960
20190212T21Z,0,877
20190212T20Z,0,809
20190212T19Z,0,815
20190212T18Z,0,807
20190212T17Z,0,781
20190212T16Z,0,673
20190212T15Z,0,566
20190212T14Z,0,558
20190212T13Z,0,557
20190212T12Z,0,466
20190212T11Z,0,465
20190212T10Z,0,466
20190212T09Z,0,450
20190212T08Z,0,453
20190212T07Z,0,453
20190212T06Z,0,382
20190212T05Z,0,380
20190212T04Z,0,446
20190212T03Z,0,450
20190212T02Z,0,496
20190212T01Z,0,601
20190212T00Z,0,766
20190211T23Z,0,787
20190211T22Z,0,891
20190211T21Z,0,850
20190211T20Z,0,853
20190211T19Z,0,855
20190211T18Z,0,883
20190211T17Z,0,966
20190211T16Z,0,988
20190211T15Z,0,1208
20190211T14Z,0,1277
20190211T13Z,0,1104
20190211T12Z,0,510
20190211T11Z,0,498
20190211T10Z,0,501
20190211T09Z,0,501
20190211T08Z,0,501
20190211T07Z,0,500
20190211T06Z,0,517
20190211T05Z,0,527
20190211T04Z,0,603
20190211T03Z,0,937
20190211T02Z,0,945
20190211T01Z,31,948
20190211T00Z,60,949
20190210T23Z,89,928
20190210T22Z,119,848
20190210T21Z,150,822
20190210T20Z,181,823
20190210T19Z,212,827
20190210T18Z,214,909
20190210T17Z,211,903
20190210T16Z,215,899
20190210T15Z,215,706
20190210T14Z,215,615
20190210T13Z,215,616
20190210T12Z,214,613
20190210T11Z,213,618
20190210T10Z,201,615
20190210T09Z,192,613
20190210T08Z,192,613
20190210T07Z,192,609
20190210T06Z,188,623
20190210T05Z,211,615
20190210T04Z,215,604
20190210T03Z,215,609
20190210T02Z,215,606
20190210T01Z,214,641
20190210T00Z,214,793
20190209T23Z,212,826
20190209T22Z,216,871
20190209T21Z,215,875
20190209T20Z,216,880
20190209T19Z,217,881
20190209T18Z,219,941
20190209T17Z,221,1023
20190209T16Z,225,1042
20190209T15Z,225,1077
20190209T14Z,225,1182
20190209T13Z,225,1108
20190209T12Z,226,702
20190209T11Z,224,593
20190209T10Z,225,600
20190209T09Z,224,591
20190209T08Z,225,594
20190209T07Z,225,598
20190209T06Z,225,563
20190209T05Z,225,567
20190209T04Z,227,720
20190209T03Z,229,796
20190209T02Z,230,892
20190209T01Z,230,854
20190209T00Z,229,791
20190208T23Z,231,794
20190208T22Z,230,791
20190208T21Z,230,580
20190208T20Z,230,583
20190208T19Z,229,582
20190208T18Z,230,910
20190208T17Z,231,1292
20190208T16Z,229,1421
20190208T15Z,231,1452
20190208T14Z,229,1441
20190208T13Z,230,1210
20190208T12Z,229,803
20190208T11Z,224,427
20190208T10Z,211,424
20190208T09Z,208,427
20190208T08Z,208,425
20190208T07Z,209,420
20190208T06Z,219,422
20190208T05Z,220,409
20190208T04Z,230,600
20190208T03Z,230,660
20190208T02Z,230,1152
20190208T01Z,230,1032
20190208T00Z,231,1044
20190207T23Z,231,1005
20190207T22Z,230,1090
20190207T21Z,232,1028
20190207T20Z,230,952
20190207T19Z,231,942
20190207T18Z,231,960
20190207T17Z,230,914
20190207T16Z,231,911
20190207T15Z,231,979
20190207T14Z,231,755
20190207T13Z,230,684
20190207T12Z,212,679
20190207T11Z,187,592
20190207T10Z,185,587
20190207T09Z,185,592
20190207T08Z,185,589
20190207T07Z,186,590
20190207T06Z,188,591
20190207T05Z,210,593
20190207T04Z,223,597
20190207T03Z,231,605
20190207T02Z,233,725
20190207T01Z,234,866
20190207T00Z,233,1085
20190206T23Z,233,1089
20190206T22Z,233,1082
20190206T21Z,234,1087
20190206T20Z,233,1183
20190206T19Z,234,1223
20190206T18Z,233,1221
20190206T17Z,234,1219
20190206T16Z,234,1082
20190206T15Z,234,1120
20190206T14Z,233,1116
20190206T13Z,234,1108
20190206T12Z,229,600
20190206T11Z,211,588
20190206T10Z,210,590
20190206T09Z,210,591
20190206T08Z,210,589
20190206T07Z,210,596
20190206T06Z,217,657
20190206T05Z,220,657
20190206T04Z,222,659
20190206T03Z,235,656
20190206T02Z,234,735
20190206T01Z,236,805
20190206T00Z,235,980
20190205T23Z,230,981
20190205T22Z,225,975
20190205T21Z,227,976
20190205T20Z,227,900
20190205T19Z,228,897
20190205T18Z,229,902
20190205T17Z,229,1042
20190205T16Z,234,1140
20190205T15Z,235,1227
20190205T14Z,235,1234
20190205T13Z,234,1208
20190205T12Z,230,757
20190205T11Z,211,745
20190205T10Z,208,744
20190205T09Z,206,745
20190205T08Z,205,742
20190205T07Z,205,744
20190205T06Z,186,728
20190205T05Z,206,764
20190205T04Z,216,765
20190205T03Z,229,773
20190205T02Z,234,870
20190205T01Z,233,967
20190205T00Z,234,1026
20190204T23Z,227,1127
20190204T22Z,223,1123
20190204T21Z,223,1129
20190204T20Z,225,1128
20190204T19Z,226,1156
20190204T18Z,226,1147
20190204T17Z,227,1144
20190204T16Z,234,1150
20190204T15Z,233,1151
20190204T14Z,234,1146
20190204T13Z,234,1064
20190204T12Z,225,744
20190204T11Z,199,736
20190204T10Z,185,741
20190204T09Z,184,741
20190204T08Z,183,744
20190204T07Z,182,743
20190204T06Z,200,746
20190204T05Z,218,748
20190204T04Z,218,750
20190204T03Z,231,744
20190204T02Z,230,767
20190204T01Z,230,830
20190204T00Z,227,899
20190203T23Z,226,952
20190203T22Z,223,950
20190203T21Z,220,951
20190203T20Z,225,944
20190203T19Z,226,909
20190203T18Z,225,908
20190203T17Z,226,908
20190203T16Z,234,972
20190203T15Z,234,1020
20190203T14Z,234,1026
20190203T13Z,234,1013
20190203T12Z,235,764
20190203T11Z,235,753
20190203T10Z,234,757
20190203T09Z,230,750
20190203T08Z,199,756
20190203T07Z,200,755
20190203T06Z,201,750
20190203T05Z,219,747
20190203T04Z,220,779
20190203T03Z,233,773
20190203T02Z,234,768
20190203T01Z,234,772
20190203T00Z,232,889
20190202T23Z,228,945
20190202T22Z,224,949
20190202T21Z,222,959
20190202T20Z,222,955
20190202T19Z,224,1039
20190202T18Z,227,1042
20190202T17Z,229,1043
20190202T16Z,234,1052
20190202T15Z,235,1050
20190202T14Z,235,1099
20190202T13Z,234,1044
20190202T12Z,233,789
20190202T11Z,214,781
20190202T10Z,213,780
20190202T09Z,202,780
20190202T08Z,203,785
20190202T07Z,204,777
20190202T06Z,203,769
20190202T05Z,226,768
20190202T04Z,228,767
20190202T03Z,235,769
20190202T02Z,234,795
20190202T01Z,235,862
20190202T00Z,235,950
20190201T23Z,235,1087
20190201T22Z,230,1088
20190201T21Z,231,1066
20190201T20Z,231,1074
20190201T19Z,232,1156
20190201T18Z,235,1149
20190201T17Z,235,1204
20190201T16Z,235,1204
20190201T15Z,235,1256
20190201T14Z,236,1261
20190201T13Z,235,1260
20190201T12Z,235,720
20190201T11Z,236,710
20190201T10Z,235,709
20190201T09Z,235,706
20190201T08Z,234,703
20190201T07Z,235,711
20190201T06Z,222,843
20190201T05Z,227,842
20190201T04Z,229,848
20190201T03Z,235,1023
20190201T02Z,234,1158
20190201T01Z,235,1228
20190201T00Z,235,1091
20190131T23Z,235,1100
20190131T22Z,234,1090
20190131T21Z,235,997
20190131T20Z,235,909
20190131T19Z,235,918
20190131T18Z,235,1031
20190131T17Z,236,1288
20190131T16Z,234,1295
20190131T15Z,236,1301
20190131T14Z,234,1289
20190131T13Z,235,1263
20190131T12Z,235,955
20190131T11Z,235,903
20190131T10Z,236,906
20190131T09Z,235,906
20190131T08Z,236,902
20190131T07Z,236,908
20190131T06Z,236,918
20190131T05Z,236,928
20190131T04Z,237,1108
20190131T03Z,236,1135
20190131T02Z,235,1427
20190131T01Z,236,1489
20190131T00Z,236,1145
20190130T23Z,235,1027
20190130T22Z,235,985
20190130T21Z,236,982
20190130T20Z,235,977
20190130T19Z,235,967
20190130T18Z,235,1052
20190130T17Z,235,1158
20190130T16Z,235,1414
20190130T15Z,235,1476
20190130T14Z,235,1487
20190130T13Z,235,1449
20190130T12Z,235,1206
20190130T11Z,236,1049
20190130T10Z,235,1003
20190130T09Z,236,998
20190130T08Z,235,1000
20190130T07Z,236,1004
20190130T06Z,234,1072
20190130T05Z,236,1087
20190130T04Z,234,1089
20190130T03Z,235,1283
20190130T02Z,236,1373
20190130T01Z,235,1486
20190130T00Z,236,1294
20190129T23Z,235,1272
20190129T22Z,234,1277
20190129T21Z,234,1086
20190129T20Z,235,1082
20190129T19Z,234,1088
20190129T18Z,236,1159
20190129T17Z,237,1264
20190129T16Z,235,1314
20190129T15Z,235,1377
20190129T14Z,236,1404
20190129T13Z,235,1309
20190129T12Z,234,1050
20190129T11Z,236,1010
20190129T10Z,235,949
20190129T09Z,234,946
20190129T08Z,235,951
20190129T07Z,235,951
20190129T06Z,235,1003
20190129T05Z,235,998
20190129T04Z,236,1000
20190129T03Z,235,1107
20190129T02Z,234,1107
20190129T01Z,236,1107
20190129T00Z,235,1107
20190128T23Z,235,1151
20190128T22Z,234,1145
20190128T21Z,236,1158
20190128T20Z,234,1198
20190128T19Z,235,1206
20190128T18Z,235,1208
20190128T17Z,235,1204
20190128T16Z,235,1209
20190128T15Z,236,1193
20190128T14Z,235,1196
20190128T13Z,234,1130
20190128T12Z,235,1055
20190128T11Z,225,1046
20190128T10Z,225,1047
20190128T09Z,223,1057
20190128T08Z,223,1063
20190128T07Z,222,1060
20190128T06Z,234,953
20190128T05Z,235,952
20190128T04Z,235,941
20190128T03Z,236,923
20190128T02Z,235,1013
20190128T01Z,235,1069
20190128T00Z,236,1079
20190127T23Z,235,1139
20190127T22Z,236,1111
20190127T21Z,231,1115
20190127T20Z,231,1116
20190127T19Z,234,1116
20190127T18Z,235,1168
20190127T17Z,235,1218
20190127T16Z,235,1226
20190127T15Z,235,1288
20190127T14Z,235,1288
20190127T13Z,236,1234
20190127T12Z,235,1098
20190127T11Z,235,1101
20190127T10Z,236,1020
20190127T09Z,235,1019
20190127T08Z,234,1018
20190127T07Z,235,1010
20190127T06Z,235,999
20190127T05Z,235,1001
20190127T04Z,234,1001
20190127T03Z,234,1004
20190127T02Z,235,999
20190127T01Z,236,1000
20190127T00Z,235,1083
20190126T23Z,236,1165
20190126T22Z,235,1168
20190126T21Z,236,1172
20190126T20Z,234,1176
20190126T19Z,235,1177
20190126T18Z,233,1245
20190126T17Z,235,1304
20190126T16Z,235,1299
20190126T15Z,235,1297
20190126T14Z,235,1294
20190126T13Z,235,1193
20190126T12Z,235,1049
20190126T11Z,235,993
20190126T10Z,235,985
20190126T09Z,235,985
20190126T08Z,235,985
20190126T07Z,235,979
20190126T06Z,228,980
20190126T05Z,235,979
20190126T04Z,234,1053
20190126T03Z,235,1256
20190126T02Z,235,1453
20190126T01Z,236,1475
20190126T00Z,235,1247
20190125T23Z,236,1220
20190125T22Z,235,1187
20190125T21Z,236,1138
20190125T20Z,234,1102
20190125T19Z,235,1099
20190125T18Z,236,1213
20190125T17Z,235,1236
20190125T16Z,235,1238
20190125T15Z,236,1235
20190125T14Z,235,1335
20190125T13Z,235,1286
20190125T12Z,235,1041
20190125T11Z,235,1005
20190125T10Z,234,1005
20190125T09Z,235,1002
20190125T08Z,235,1011
20190125T07Z,235,988
20190125T06Z,235,990
20190125T05Z,235,1014
20190125T04Z,234,1177
20190125T03Z,234,1255
20190125T02Z,235,1304
20190125T01Z,236,1420
20190125T00Z,236,1357
20190124T23Z,235,1295
20190124T22Z,231,1303
20190124T21Z,231,1304
20190124T20Z,230,1313
20190124T19Z,233,1317
20190124T18Z,235,1432
20190124T17Z,236,1424
20190124T16Z,235,1420
20190124T15Z,235,1404
20190124T14Z,235,1388
20190124T13Z,236,1380
20190124T12Z,235,1198
20190124T11Z,235,1198
20190124T10Z,235,1188
20190124T09Z,236,1193
20190124T08Z,235,1159
20190124T07Z,235,1161
20190124T06Z,236,1090
20190124T05Z,237,1087
20190124T04Z,236,1156
20190124T03Z,235,1152
20190124T02Z,235,1180
20190124T01Z,235,1309
20190124T00Z,235,1356
20190123T23Z,235,1329
20190123T22Z,236,1322
20190123T21Z,235,1326
20190123T20Z,235,1323
20190123T19Z,235,1322
20190123T18Z,234,1247
20190123T17Z,235,1327
20190123T16Z,234,1431
20190123T15Z,235,1489
20190123T14Z,235,1491
20190123T13Z,235,1430
20190123T12Z,235,1230
20190123T11Z,235,1218
20190123T10Z,235,1224
20190123T09Z,235,1224
20190123T08Z,235,1220
20190123T07Z,234,1231
20190123T06Z,235,1286
20190123T05Z,235,1290
20190123T04Z,234,1338
20190123T03Z,235,1376
20190123T02Z,235,1453
20190123T01Z,236,1461
20190123T00Z,235,1460
20190122T23Z,235,1467
20190122T22Z,235,1462
20190122T21Z,236,1410
20190122T20Z,236,1444
20190122T19Z,235,1489
20190122T18Z,236,1484
20190122T17Z,235,1402
20190122T16Z,235,1342
20190122T15Z,234,1264
20190122T14Z,235,1263
20190122T13Z,235,1238
20190122T12Z,235,1104
20190122T11Z,231,1021
20190122T10Z,217,1015
20190122T09Z,217,1018
20190122T08Z,217,991
20190122T07Z,218,926
20190122T06Z,235,834
20190122T05Z,235,834
20190122T04Z,235,921
20190122T03Z,235,1058
20190122T02Z,235,1085
20190122T01Z,235,1113
20190122T00Z,236,1251
20190121T23Z,235,1250
20190121T22Z,235,1205
20190121T21Z,235,1151
20190121T20Z,236,1173
20190121T19Z,235,1169
20190121T18Z,236,1139
20190121T17Z,236,1255
20190121T16Z,234,1351
20190121T15Z,236,1359
20190121T14Z,236,1363
20190121T13Z,235,1320
20190121T12Z,235,1115
20190121T11Z,236,1073
20190121T10Z,236,983
20190121T09Z,235,972
20190121T08Z,235,973
20190121T07Z,235,976
20190121T06Z,235,991
20190121T05Z,236,994
20190121T04Z,235,1110
20190121T03Z,235,1187
20190121T02Z,235,1344
20190121T01Z,236,1360
20190121T00Z,236,1410
20190120T23Z,236,1411
20190120T22Z,237,1377
20190120T21Z,236,1249
20190120T20Z,237,1245
20190120T19Z,236,1255
20190120T18Z,237,1218
20190120T17Z,236,1217
20190120T16Z,236,1226
20190120T15Z,235,1313
20190120T14Z,236,1311
20190120T13Z,236,1252
20190120T12Z,236,1079
20190120T11Z,236,1084
20190120T10Z,236,992
20190120T09Z,235,995
20190120T08Z,236,999
20190120T07Z,235,996
20190120T06Z,234,901
20190120T05Z,236,901
20190120T04Z,236,1058
20190120T03Z,235,1124
20190120T02Z,234,1350
20190120T01Z,218,1352
20190120T00Z,192,1319
20190119T23Z,190,1281
20190119T22Z,185,1237
20190119T21Z,183,1249
20190119T20Z,182,1245
20190119T19Z,178,1256
20190119T18Z,150,1213
20190119T17Z,121,1214
20190119T16Z,118,1264
20190119T15Z,94,1272
20190119T14Z,92,1275
20190119T13Z,79,1213
20190119T12Z,55,988
20190119T11Z,35,977
20190119T10Z,5,899
20190119T09Z,0,911
20190119T08Z,0,951
20190119T07Z,0,961
20190119T06Z,0,1194
20190119T05Z,0,1199
20190119T04Z,0,1141
20190119T03Z,0,1165
20190119T02Z,0,1161
20190119T01Z,0,1181
20190119T00Z,0,1295
20190118T23Z,0,1370
20190118T22Z,0,1376
20190118T21Z,0,1414
20190118T20Z,0,1409
20190118T19Z,0,1415
20190118T18Z,0,1406
20190118T17Z,0,1410
20190118T16Z,0,1413
20190118T15Z,0,1428
20190118T14Z,0,1425
20190118T13Z,0,1414
20190118T12Z,0,1147
20190118T11Z,0,1140
20190118T10Z,0,1092
20190118T09Z,0,1088
20190118T08Z,0,1092
20190118T07Z,0,1091
20190118T06Z,0,1094
20190118T05Z,0,1098
20190118T04Z,0,1109
20190118T03Z,0,1117
20190118T02Z,0,1166
20190118T01Z,0,1185
20190118T00Z,35,1277
20190117T23Z,62,1264
20190117T22Z,90,1273
20190117T21Z,107,1313
20190117T20Z,137,1306
20190117T19Z,167,1267
20190117T18Z,200,1370
20190117T17Z,229,1370
20190117T16Z,233,1371
20190117T15Z,233,1323
20190117T14Z,233,1335
20190117T13Z,233,1327
20190117T12Z,234,1097
20190117T11Z,233,1097
20190117T10Z,206,1089
20190117T09Z,205,1097
20190117T08Z,205,1074
20190117T07Z,205,1082
20190117T06Z,217,1136
20190117T05Z,219,1135
20190117T04Z,221,1135
20190117T03Z,231,1131
20190117T02Z,232,1179
20190117T01Z,233,1214
20190117T00Z,233,1346
20190116T23Z,232,1345
20190116T22Z,234,1348
20190116T21Z,233,1342
20190116T20Z,233,1347
20190116T19Z,233,1346
20190116T18Z,232,1378
20190116T17Z,232,1372
20190116T16Z,233,1375
20190116T15Z,231,1385
20190116T14Z,233,1373
20190116T13Z,233,1369
20190116T12Z,233,1177
20190116T11Z,227,1166
20190116T10Z,225,1141
20190116T09Z,223,1140
20190116T08Z,223,1143
20190116T07Z,223,1139
20190116T06Z,221,1136
20190116T05Z,222,1130
20190116T04Z,225,1133
20190116T03Z,233,1091
20190116T02Z,232,1138
20190116T01Z,234,1140
20190116T00Z,233,1257
20190115T23Z,233,1291
20190115T22Z,233,1290
20190115T21Z,232,1315
20190115T20Z,232,1310
20190115T19Z,234,1310
20190115T18Z,232,1319
20190115T17Z,233,1380
20190115T16Z,232,1372
20190115T15Z,233,1386
20190115T14Z,233,1374
20190115T13Z,232,1369
20190115T12Z,233,1142
20190115T11Z,232,1133
20190115T10Z,233,1126
20190115T09Z,232,1120
20190115T08Z,233,1123
20190115T07Z,233,1120
20190115T06Z,234,1010
20190115T05Z,233,1012
20190115T04Z,233,1071
20190115T03Z,233,1073
20190115T02Z,234,1239
20190115T01Z,233,1331
20190115T00Z,233,1253
20190114T23Z,234,1225
20190114T22Z,232,1170
20190114T21Z,233,1165
20190114T20Z,233,1172
20190114T19Z,233,1173
20190114T18Z,233,1289
20190114T17Z,233,1308
20190114T16Z,233,1337
20190114T15Z,233,1358
20190114T14Z,233,1373
20190114T13Z,233,1176
20190114T12Z,234,1023
20190114T11Z,232,1021
20190114T10Z,233,1023
20190114T09Z,233,1020
20190114T08Z,233,1028
20190114T07Z,233,1023
20190114T06Z,228,1010
20190114T05Z,233,1019
20190114T04Z,233,1015
20190114T03Z,233,1018
20190114T02Z,233,1063
20190114T01Z,233,1105
20190114T00Z,232,1143
20190113T23Z,233,1160
20190113T22Z,234,1173
20190113T21Z,233,1174
20190113T20Z,232,1175
20190113T19Z,232,1181
20190113T18Z,233,1193
20190113T17Z,234,1245
20190113T16Z,233,1241
20190113T15Z,234,1232
20190113T14Z,233,1153
20190113T13Z,234,1115
20190113T12Z,233,996
20190113T11Z,233,937
20190113T10Z,234,934
20190113T09Z,233,937
20190113T08Z,234,936
20190113T07Z,219,936
20190113T06Z,233,1074
20190113T05Z,233,1130
20190113T04Z,233,1135
20190113T03Z,233,1119
20190113T02Z,234,1102
20190113T01Z,233,1107
20190113T00Z,234,1185
20190112T23Z,233,1272
20190112T22Z,233,1283
20190112T21Z,229,1293
20190112T20Z,232,1229
20190112T19Z,233,1221
20190112T18Z,233,1125
20190112T17Z,234,1065
20190112T16Z,234,1059
20190112T15Z,233,1054
20190112T14Z,233,1053
20190112T13Z,234,1053
20190112T12Z,233,908
20190112T11Z,233,908
20190112T10Z,232,908
20190112T09Z,233,905
20190112T08Z,233,911
20190112T07Z,234,906
20190112T06Z,233,964
20190112T05Z,233,966
20190112T04Z,233,959
20190112T03Z,233,965
20190112T02Z,232,1074
20190112T01Z,234,1131
20190112T00Z,233,1140
20190111T23Z,234,1104
20190111T22Z,233,1104
20190111T21Z,233,1131
20190111T20Z,234,1127
20190111T19Z,233,1131
20190111T18Z,233,1130
20190111T17Z,233,1126
20190111T16Z,233,1191
20190111T15Z,233,1211
20190111T14Z,233,1213
20190111T13Z,234,1154
20190111T12Z,233,1047
20190111T11Z,227,965
20190111T10Z,226,964
20190111T09Z,226,970
20190111T08Z,225,966
20190111T07Z,226,956
20190111T06Z,226,987
20190111T05Z,225,983
20190111T04Z,228,1021
20190111T03Z,233,1035
20190111T02Z,234,1091
20190111T01Z,234,1091
20190111T00Z,234,1171
20190110T23Z,234,1123
20190110T22Z,233,1213
20190110T21Z,234,1220
20190110T20Z,233,1217
20190110T19Z,234,1200
20190110T18Z,234,1199
20190110T17Z,234,1200
20190110T16Z,234,1267
20190110T15Z,234,1257
20190110T14Z,234,1257
20190110T13Z,233,1254
20190110T12Z,233,1063
20190110T11Z,211,1062
20190110T10Z,183,1057
20190110T09Z,171,1057
20190110T08Z,160,1060
20190110T07Z,160,1057
20190110T06Z,189,1060
20190110T05Z,220,1048
20190110T04Z,227,1058
20190110T03Z,232,1098
20190110T02Z,233,1147
