,coal,natural gas,petroleum,other,solar,hydro
20190904T21-04,155,321.0,,8,0,5
20190904T20-04,157,321.0,,0,8,20
20190904T19-04,157,320.0,,0,9,71
20190904T18-04,154,320.0,,0,10,72
20190904T17-04,156,314.0,,0,10,71
20190904T16-04,155,317.0,,0,11,9
20190904T15-04,154,290.0,,0,11,5
20190904T14-04,148,123.0,,0,11,5
20190904T13-04,96,95.0,,0,11,5
20190904T12-04,96,68.0,,0,11,5
20190904T11-04,59,-4.0,,0,10,5
20190904T10-04,45,0.0,,0,10,5
20190904T09-04,46,0.0,,0,9,5
20190904T08-04,44,0.0,,0,8,5
20190904T07-04,46,0.0,,9,0,5
20190904T06-04,45,0.0,,8,0,5
20190904T05-04,46,0.0,,8,0,5
20190904T04-04,46,0.0,,9,0,5
20190904T03-04,49,0.0,,8,0,5
20190904T02-04,50,0.0,,8,0,4
20190904T01-04,51,0.0,,9,0,4
20190904T00-04,56,0.0,,8,0,5
20190903T23-04,142,58.0,,8,0,5
20190903T22-04,160,161.0,,9,0,5
20190903T21-04,158,160.0,,8,0,5
20190903T20-04,158,160.0,,0,8,36
20190903T19-04,157,159.0,,0,9,107
20190903T18-04,157,160.0,,0,9,107
20190903T17-04,155,162.0,,0,10,64
20190903T16-04,152,162.0,,0,11,10
20190903T15-04,154,161.0,,0,11,5
20190903T14-04,154,161.0,,0,11,5
20190903T13-04,154,161.0,,0,11,5
20190903T12-04,125,129.0,,0,11,5
20190903T11-04,66,0.0,,0,11,5
20190903T10-04,46,0.0,,0,9,5
20190903T09-04,45,0.0,,0,9,5
20190903T08-04,47,0.0,,0,9,5
20190903T07-04,45,0.0,,8,0,5
20190903T06-04,45,0.0,,8,0,5
20190903T05-04,46,0.0,,8,0,5
20190903T04-04,48,0.0,,9,0,5
20190903T03-04,49,0.0,,8,0,5
20190903T02-04,49,0.0,,8,0,5
20190903T01-04,49,0.0,,9,0,4
20190903T00-04,56,0.0,,8,0,5
20190902T23-04,142,0.0,,8,0,5
20190902T22-04,159,81.0,,9,0,6
20190902T21-04,157,163.0,,8,0,5
20190902T20-04,159,161.0,,0,9,25
20190902T19-04,157,161.0,,0,8,105
20190902T18-04,157,162.0,,0,10,109
20190902T17-04,156,161.0,,0,10,108
20190902T16-04,157,158.0,,0,10,96
20190902T15-04,148,116.0,,0,11,22
20190902T14-04,82,21.0,,0,10,5
20190902T13-04,57,0.0,,0,10,5
20190902T12-04,56,0.0,,0,11,5
20190902T11-04,57,0.0,,0,11,6
20190902T10-04,57,0.0,,0,9,5
20190902T09-04,55,0.0,,0,9,5
20190902T08-04,57,0.0,,0,9,5
20190902T07-04,58,0.0,,8,0,5
20190902T06-04,58,0.0,,8,0,5
20190902T05-04,59,0.0,,9,0,5
20190902T04-04,57,0.0,,8,0,5
20190902T03-04,58,0.0,,8,0,5
20190902T02-04,57,0.0,,9,0,5
20190902T01-04,58,0.0,,8,0,4
20190902T00-04,58,0.0,,8,0,5
20190901T23-04,72,0.0,,9,0,6
20190901T22-04,136,0.0,,8,0,5
20190901T21-04,155,2.0,,8,0,5
20190901T20-04,156,152.0,,0,9,5
20190901T19-04,156,161.0,,0,9,32
20190901T18-04,155,159.0,,0,9,72
20190901T17-04,155,149.0,,0,10,72
20190901T16-04,142,37.0,,0,11,71
20190901T15-04,60,0.0,,0,11,73
20190901T14-04,53,0.0,,0,11,71
20190901T13-04,54,0.0,,0,10,73
20190901T12-04,55,0.0,,0,11,49
20190901T11-04,54,0.0,,0,11,5
20190901T10-04,55,0.0,,0,10,5
20190901T09-04,54,0.0,,0,9,6
20190901T08-04,55,0.0,,0,8,5
20190901T07-04,57,0.0,,9,0,5
20190901T06-04,57,0.0,,8,0,5
20190901T05-04,56,0.0,,8,0,4
20190901T04-04,57,0.0,,9,0,5
20190901T03-04,55,0.0,,8,0,5
20190901T02-04,58,0.0,,8,0,5
20190901T01-04,57,0.0,,9,0,4
20190901T00-04,59,0.0,,8,0,5
20190831T23-04,61,0.0,,8,0,5
20190831T22-04,102,0.0,,9,0,5
20190831T21-04,153,0.0,,8,0,5
20190831T20-04,159,144.0,,0,8,5
20190831T19-04,158,163.0,,0,9,23
20190831T18-04,159,161.0,,0,10,71
20190831T17-04,154,154.0,,0,11,71
20190831T16-04,150,133.0,,0,11,71
20190831T15-04,76,10.0,,0,11,71
20190831T14-04,49,0.0,,0,11,71
20190831T13-04,49,0.0,,0,11,71
20190831T12-04,51,0.0,,0,11,58
20190831T11-04,50,0.0,,0,11,5
20190831T10-04,50,0.0,,0,10,5
20190831T09-04,51,0.0,,0,9,5
20190831T08-04,53,0.0,,0,8,5
20190831T07-04,54,0.0,,8,0,5
20190831T06-04,55,0.0,,9,0,5
20190831T05-04,54,0.0,,8,0,5
20190831T04-04,56,0.0,,8,0,5
20190831T03-04,54,0.0,,9,0,5
20190831T02-04,55,0.0,,8,0,4
20190831T01-04,54,0.0,,9,0,4
20190831T00-04,55,0.0,,8,0,5
20190830T23-04,59,0.0,,8,0,5
20190830T22-04,124,0.0,,9,0,5
20190830T21-04,155,120.0,,8,0,5
20190830T20-04,158,164.0,,0,8,48
20190830T19-04,156,163.0,,0,9,107
20190830T18-04,155,163.0,,0,10,107
20190830T17-04,139,139.0,,0,11,107
20190830T16-04,64,27.0,,0,11,107
20190830T15-04,54,0.0,,0,11,12
20190830T14-04,55,0.0,,0,11,5
20190830T13-04,55,0.0,,0,11,5
20190830T12-04,54,0.0,,0,11,5
20190830T11-04,55,0.0,,0,11,6
20190830T10-04,55,0.0,,0,10,5
20190830T09-04,55,0.0,,0,9,5
20190830T08-04,56,0.0,,0,8,5
20190830T07-04,57,0.0,,9,0,5
20190830T06-04,57,0.0,,8,0,5
20190830T05-04,57,0.0,,8,0,5
20190830T04-04,57,0.0,,9,0,5
20190830T03-04,57,0.0,,8,0,5
20190830T02-04,58,0.0,,9,0,4
20190830T01-04,57,0.0,,8,0,4
20190830T00-04,57,0.0,,8,0,5
20190829T23-04,56,0.0,,9,0,5
20190829T22-04,56,17.0,,8,0,5
20190829T21-04,56,69.0,,8,0,4
20190829T20-04,58,69.0,,0,9,5
20190829T19-04,56,69.0,,0,9,24
20190829T18-04,56,69.0,,0,10,72
20190829T17-04,57,68.0,,0,11,73
20190829T16-04,57,-2.0,,0,11,73
20190829T15-04,56,0.0,,0,11,72
20190829T14-04,56,0.0,,0,11,72
20190829T13-04,56,0.0,,0,11,72
20190829T12-04,56,0.0,,0,11,50
20190829T11-04,56,0.0,,0,11,5
20190829T10-04,57,0.0,,0,10,5
20190829T09-04,56,0.0,,0,9,5
20190829T08-04,56,0.0,,0,9,5
20190829T07-04,56,0.0,,8,0,5
20190829T06-04,55,0.0,,9,0,5
20190829T05-04,52,0.0,,8,0,5
20190829T04-04,54,0.0,,8,0,6
20190829T03-04,53,0.0,,9,0,5
20190829T02-04,55,0.0,,8,0,4
20190829T01-04,53,0.0,,9,0,5
20190829T00-04,57,0.0,,8,0,5
20190828T23-04,95,0.0,,8,0,5
20190828T22-04,147,39.0,,9,0,6
20190828T21-04,153,163.0,,8,0,5
20190828T20-04,154,164.0,,0,9,33
20190828T19-04,153,164.0,,0,9,72
20190828T18-04,153,164.0,,0,10,74
20190828T17-04,144,163.0,,0,10,85
20190828T16-04,92,133.0,,0,11,72
20190828T15-04,75,112.0,,0,12,71
20190828T14-04,54,81.0,,0,11,73
20190828T13-04,53,42.0,,0,11,71
20190828T12-04,53,0.0,,0,11,59
20190828T11-04,54,0.0,,0,10,7
20190828T10-04,53,0.0,,0,9,5
20190828T09-04,53,0.0,,0,9,5
20190828T08-04,52,0.0,,0,8,5
20190828T07-04,53,0.0,,9,0,5
20190828T06-04,52,0.0,,8,0,5
20190828T05-04,52,0.0,,8,0,5
20190828T04-04,53,0.0,,9,0,5
20190828T03-04,52,0.0,,8,0,5
20190828T02-04,53,0.0,,9,0,4
20190828T01-04,53,0.0,,8,0,5
20190828T00-04,54,0.0,,9,0,5
20190827T23-04,52,0.0,,8,0,5
20190827T22-04,53,0.0,,8,0,5
20190827T21-04,53,0.0,,9,0,5
20190827T20-04,51,0.0,,0,8,5
20190827T19-04,53,0.0,,0,9,50
20190827T18-04,53,0.0,,0,9,71
20190827T17-04,52,0.0,,0,10,78
20190827T16-04,52,0.0,,0,10,71
20190827T15-04,52,0.0,,0,10,71
20190827T14-04,52,0.0,,0,9,71
20190827T13-04,53,0.0,,0,9,71
20190827T12-04,52,0.0,,0,10,71
20190827T11-04,51,0.0,,0,9,59
20190827T10-04,53,0.0,,0,8,11
20190827T09-04,52,0.0,,0,9,10
20190827T08-04,51,0.0,,0,8,7
20190827T07-04,52,0.0,,9,0,5
20190827T06-04,53,0.0,,8,0,5
20190827T05-04,58,0.0,,9,0,5
20190827T04-04,59,0.0,,8,0,6
20190827T03-04,64,0.0,,8,0,5
20190827T02-04,69,-4.0,,9,0,5
20190827T01-04,66,-4.0,,8,0,4
20190827T00-04,62,0.0,,9,0,5
20190826T23-04,109,0.0,,8,0,6
20190826T22-04,150,0.0,,8,0,5
20190826T21-04,155,0.0,,9,0,48
20190826T20-04,155,0.0,,0,8,72
20190826T19-04,126,0.0,,0,9,72
20190826T18-04,84,0.0,,0,9,71
20190826T17-04,57,0.0,,0,10,71
20190826T16-04,49,0.0,,0,10,71
20190826T15-04,49,0.0,,0,9,71
20190826T14-04,49,0.0,,0,11,72
20190826T13-04,48,0.0,,0,10,57
20190826T12-04,50,-2.0,,0,10,9
20190826T11-04,50,-2.0,,0,9,5
20190826T10-04,49,-2.0,,0,10,5
20190826T09-04,64,-2.0,,0,8,5
20190826T08-04,80,-2.0,,0,9,5
20190826T07-04,50,-2.0,,8,0,6
20190826T06-04,48,-2.0,,9,0,5
20190826T05-04,49,-2.0,,8,0,5
20190826T04-04,48,-2.0,,9,0,5
20190826T03-04,49,-2.0,,8,0,5
20190826T02-04,50,-2.0,,9,0,4
20190826T01-04,54,-2.0,,8,0,4
20190826T00-04,53,0.0,,8,0,5
20190825T23-04,55,0.0,,9,0,5
20190825T22-04,55,0.0,,8,0,5
20190825T21-04,55,0.0,,9,0,5
20190825T20-04,61,0.0,,0,8,6
20190825T19-04,57,0.0,,0,9,5
20190825T18-04,56,0.0,,0,9,5
20190825T17-04,56,0.0,,0,10,5
20190825T16-04,57,0.0,,0,10,5
20190825T15-04,56,0.0,,0,10,5
20190825T14-04,57,0.0,,0,11,5
20190825T13-04,56,0.0,,0,10,6
20190825T12-04,56,0.0,,0,10,5
20190825T11-04,57,0.0,,0,9,5
20190825T10-04,56,0.0,,0,10,5
20190825T09-04,54,0.0,,0,8,5
20190825T08-04,51,0.0,,0,9,5
20190825T07-04,49,0.0,,9,0,5
20190825T06-04,49,0.0,,8,0,6
20190825T05-04,49,0.0,,9,0,5
20190825T04-04,49,0.0,,8,0,5
20190825T03-04,49,0.0,,9,0,5
20190825T02-04,50,0.0,,9,0,4
20190825T01-04,51,0.0,,8,0,4
20190825T00-04,53,0.0,,9,0,5
20190824T23-04,52,0.0,,9,0,5
20190824T22-04,55,0.0,,8,0,5
20190824T21-04,55,0.0,,8,0,5
20190824T20-04,55,0.0,,0,9,5
20190824T19-04,56,77.0,,0,9,21
20190824T18-04,55,168.0,,0,9,72
20190824T17-04,50,168.0,,0,9,71
20190824T16-04,49,168.0,,0,11,72
20190824T15-04,50,168.0,,0,9,71
20190824T14-04,50,168.0,,0,10,71
20190824T13-04,49,168.0,,0,11,71
20190824T12-04,50,168.0,,0,11,54
20190824T11-04,50,168.0,,0,9,5
20190824T10-04,50,168.0,,0,10,5
20190824T09-04,51,168.0,,0,8,5
20190824T08-04,50,78.0,,0,9,42
20190824T07-04,50,16.0,,8,0,71
20190824T06-04,50,0.0,,9,0,71
20190824T05-04,51,0.0,,8,0,71
20190824T04-04,50,0.0,,9,0,73
20190824T03-04,50,0.0,,8,0,71
20190824T02-04,50,0.0,,9,0,71
20190824T01-04,49,0.0,,8,0,71
20190824T00-04,52,0.0,,9,0,71
20190823T23-04,56,0.0,,9,0,73
20190823T22-04,86,112.0,,8,0,71
20190823T21-04,134,158.0,,9,0,72
20190823T20-04,149,159.0,,0,9,72
20190823T19-04,177,158.0,,0,9,71
20190823T18-04,180,279.0,,0,9,72
20190823T17-04,180,327.0,,0,10,93
20190823T16-04,181,323.0,,0,10,105
20190823T15-04,178,326.0,,0,10,83
20190823T14-04,168,325.0,,0,12,73
20190823T13-04,85,326.0,,0,11,74
20190823T12-04,53,292.0,,0,11,74
20190823T11-04,54,176.0,,0,12,73
20190823T10-04,51,168.0,,0,10,71
20190823T09-04,53,168.0,,0,8,71
20190823T08-04,55,83.0,,0,9,71
20190823T07-04,53,0.0,,8,0,71
20190823T06-04,56,0.0,,8,0,72
20190823T05-04,55,0.0,,9,0,71
20190823T04-04,55,0.0,,8,0,72
20190823T03-04,59,0.0,,9,0,72
20190823T02-04,60,0.0,,8,0,71
20190823T01-04,57,0.0,,8,0,37
20190823T00-04,58,0.0,,9,0,8
20190822T23-04,93,32.0,,8,0,5
20190822T22-04,117,73.0,,8,0,5
20190822T21-04,119,166.0,,9,0,6
20190822T20-04,117,88.0,,0,8,5
20190822T19-04,118,98.0,,0,9,56
20190822T18-04,122,99.0,,0,10,71
20190822T17-04,170,133.0,,0,11,72
20190822T16-04,174,271.0,,0,10,72
20190822T15-04,143,306.0,,0,10,72
20190822T14-04,62,269.0,,0,10,72
20190822T13-04,51,237.0,,0,11,72
20190822T12-04,51,238.0,,0,10,60
20190822T11-04,51,178.0,,0,11,5
20190822T10-04,58,168.0,,0,9,6
20190822T09-04,87,79.0,,0,10,5
20190822T08-04,115,17.0,,0,8,5
20190822T07-04,65,0.0,,8,0,5
20190822T06-04,57,0.0,,9,0,5
20190822T05-04,56,0.0,,8,0,5
20190822T04-04,56,0.0,,9,0,5
20190822T03-04,56,0.0,,8,0,5
20190822T02-04,57,0.0,,8,0,4
20190822T01-04,69,0.0,,9,0,4
20190822T00-04,145,0.0,,8,0,5
20190821T23-04,178,54.0,,9,0,5
20190821T22-04,178,149.0,,8,0,5
20190821T21-04,178,159.0,,8,0,5
20190821T20-04,176,160.0,,0,9,5
20190821T19-04,173,160.0,,0,9,56
20190821T18-04,174,161.0,,0,10,71
20190821T17-04,173,236.0,,0,10,72
20190821T16-04,172,330.0,,0,11,71
20190821T15-04,169,329.0,,0,11,71
20190821T14-04,141,314.0,,0,10,71
20190821T13-04,126,240.0,,0,10,72
20190821T12-04,127,239.0,,0,11,62
20190821T11-04,125,197.0,,0,11,10
20190821T10-04,120,86.0,,0,9,11
20190821T09-04,106,0.0,,0,9,11
20190821T08-04,77,0.0,,0,9,35
20190821T07-04,59,0.0,,8,0,6
20190821T06-04,55,0.0,,9,0,6
20190821T05-04,55,0.0,,8,0,5
20190821T04-04,56,0.0,,9,0,5
20190821T03-04,54,0.0,,8,0,5
20190821T02-04,52,0.0,,8,0,4
20190821T01-04,55,0.0,,9,0,4
20190821T00-04,73,0.0,,8,0,5
20190820T23-04,153,7.0,,9,0,5
20190820T22-04,178,151.0,,8,0,5
20190820T21-04,176,160.0,,8,0,5
20190820T20-04,176,160.0,,0,9,5
20190820T19-04,177,160.0,,0,9,30
20190820T18-04,174,160.0,,0,9,71
20190820T17-04,174,160.0,,0,10,71
20190820T16-04,170,160.0,,0,10,71
20190820T15-04,138,158.0,,0,11,72
20190820T14-04,90,129.0,,0,11,71
20190820T13-04,86,72.0,,0,11,71
20190820T12-04,85,70.0,,0,10,56
20190820T11-04,68,23.0,,0,11,5
20190820T10-04,57,0.0,,0,10,5
20190820T09-04,56,0.0,,0,9,5
20190820T08-04,55,0.0,,0,8,6
20190820T07-04,56,0.0,,9,0,5
20190820T06-04,55,0.0,,8,0,5
20190820T05-04,54,0.0,,8,0,5
20190820T04-04,55,0.0,,9,0,5
20190820T03-04,56,0.0,,8,0,5
20190820T02-04,54,0.0,,9,0,4
20190820T01-04,54,0.0,,8,0,4
20190820T00-04,61,0.0,,8,0,5
20190819T23-04,92,48.0,,9,0,5
20190819T22-04,113,70.0,,8,0,5
20190819T21-04,114,72.0,,9,0,5
20190819T20-04,117,70.0,,0,8,5
20190819T19-04,153,72.0,,0,9,28
20190819T18-04,173,71.0,,0,9,72
20190819T17-04,171,214.0,,0,8,70
20190819T16-04,172,319.0,,0,9,7
20190819T15-04,174,325.0,,0,9,5
20190819T14-04,171,281.0,,0,11,5
20190819T13-04,155,156.0,,0,11,6
20190819T12-04,99,125.0,,0,10,5
20190819T11-04,82,74.0,,0,10,5
20190819T10-04,53,0.0,,0,10,5
20190819T09-04,46,0.0,,0,9,5
20190819T08-04,46,0.0,,0,9,5
20190819T07-04,46,0.0,,8,0,5
20190819T06-04,46,0.0,,8,0,5
20190819T05-04,47,0.0,,9,0,5
20190819T04-04,47,0.0,,8,0,5
20190819T03-04,46,0.0,,9,0,5
20190819T02-04,48,0.0,,8,0,4
20190819T01-04,54,0.0,,8,0,4
20190819T00-04,64,0.0,,9,0,5
20190818T23-04,162,87.0,,8,0,5
20190818T22-04,175,159.0,,8,0,6
20190818T21-04,174,159.0,,9,0,5
20190818T20-04,176,160.0,,0,8,26
20190818T19-04,174,160.0,,0,9,71
20190818T18-04,177,158.0,,0,10,67
20190818T17-04,176,159.0,,0,10,6
20190818T16-04,153,159.0,,0,11,5
20190818T15-04,97,158.0,,0,10,6
20190818T14-04,97,130.0,,0,11,5
20190818T13-04,97,87.0,,0,11,5
20190818T12-04,65,12.0,,0,11,5
20190818T11-04,47,0.0,,0,10,5
20190818T10-04,48,0.0,,0,10,5
20190818T09-04,48,0.0,,0,9,5
20190818T08-04,47,0.0,,0,8,5
20190818T07-04,48,0.0,,9,0,5
20190818T06-04,47,0.0,,8,0,5
20190818T05-04,47,0.0,,8,0,5
20190818T04-04,47,0.0,,9,0,6
20190818T03-04,47,0.0,,8,0,5
20190818T02-04,50,0.0,,8,0,5
20190818T01-04,51,0.0,,9,0,4
20190818T00-04,71,0.0,,8,0,5
20190817T23-04,119,12.0,,8,0,6
20190817T22-04,166,96.0,,9,0,5
20190817T21-04,176,158.0,,8,0,6
20190817T20-04,175,158.0,,0,9,5
20190817T19-04,177,159.0,,0,9,24
20190817T18-04,179,159.0,,0,10,71
20190817T17-04,177,158.0,,0,10,73
20190817T16-04,165,161.0,,0,10,71
20190817T15-04,117,154.0,,0,10,73
20190817T14-04,85,150.0,,0,11,71
20190817T13-04,86,69.0,,0,12,72
20190817T12-04,71,0.0,,0,11,54
20190817T11-04,59,0.0,,0,10,5
20190817T10-04,59,0.0,,0,10,5
20190817T09-04,59,0.0,,0,9,5
20190817T08-04,59,0.0,,0,8,5
20190817T07-04,59,0.0,,9,0,5
20190817T06-04,59,0.0,,8,0,5
20190817T05-04,59,0.0,,8,0,6
20190817T04-04,59,0.0,,9,0,5
20190817T03-04,59,0.0,,8,0,5
20190817T02-04,58,0.0,,8,0,4
20190817T01-04,57,0.0,,9,0,4
20190817T00-04,55,0.0,,8,0,5
20190816T23-04,97,63.0,,9,0,5
20190816T22-04,171,161.0,,8,0,5
20190816T21-04,174,160.0,,8,0,5
20190816T20-04,177,307.0,,0,9,6
20190816T19-04,177,259.0,,0,9,25
20190816T18-04,177,223.0,,0,10,71
20190816T17-04,175,230.0,,0,10,71
20190816T16-04,175,304.0,,0,11,71
20190816T15-04,173,313.0,,0,11,70
20190816T14-04,134,310.0,,0,11,6
20190816T13-04,67,328.0,,0,11,5
20190816T12-04,63,281.0,,0,11,5
20190816T11-04,63,183.0,,0,11,5
20190816T10-04,62,173.0,,0,10,5
20190816T09-04,63,109.0,,0,9,5
20190816T08-04,64,17.0,,0,8,5
20190816T07-04,63,0.0,,8,0,5
20190816T06-04,63,0.0,,9,0,6
20190816T05-04,62,0.0,,8,0,5
20190816T04-04,65,0.0,,8,0,5
20190816T03-04,63,0.0,,9,0,5
20190816T02-04,63,0.0,,8,0,4
20190816T01-04,69,0.0,,8,0,4
20190816T00-04,120,0.0,,9,0,5
20190815T23-04,148,88.0,,8,0,5
20190815T22-04,146,159.0,,9,0,5
20190815T21-04,147,160.0,,8,0,5
20190815T20-04,147,234.0,,0,8,27
20190815T19-04,146,329.0,,0,10,71
20190815T18-04,145,329.0,,0,9,71
20190815T17-04,145,326.0,,0,11,71
20190815T16-04,144,328.0,,0,10,71
20190815T15-04,129,270.0,,0,10,71
20190815T14-04,57,253.0,,0,11,72
20190815T13-04,54,264.0,,0,12,71
20190815T12-04,53,280.0,,0,11,53
20190815T11-04,53,87.0,,0,10,5
20190815T10-04,54,46.0,,0,10,5
20190815T09-04,53,17.0,,0,9,6
20190815T08-04,53,0.0,,0,8,4
20190815T07-04,53,0.0,,9,0,5
20190815T06-04,53,0.0,,8,0,5
20190815T05-04,52,0.0,,9,0,6
20190815T04-04,54,0.0,,8,0,5
20190815T03-04,53,0.0,,9,0,5
20190815T02-04,55,0.0,,8,0,5
20190815T01-04,52,0.0,,9,0,4
20190815T00-04,52,0.0,,8,0,5
20190814T23-04,52,66.0,,8,0,6
20190814T22-04,101,158.0,,9,0,5
20190814T21-04,175,158.0,,9,0,6
20190814T20-04,176,271.0,,0,8,5
20190814T19-04,171,328.0,,0,10,29
20190814T18-04,163,327.0,,0,9,71
20190814T17-04,172,332.0,,0,10,73
20190814T16-04,178,328.0,,0,10,68
20190814T15-04,176,327.0,,0,10,75
20190814T14-04,156,240.0,,0,11,72
20190814T13-04,78,173.0,,0,10,72
20190814T12-04,70,150.0,,0,11,51
20190814T11-04,70,110.0,,0,10,5
20190814T10-04,53,0.0,,0,10,5
20190814T09-04,52,0.0,,0,9,5
20190814T08-04,52,0.0,,0,9,5
20190814T07-04,52,0.0,,8,0,5
20190814T06-04,51,0.0,,9,0,6
20190814T05-04,52,0.0,,9,0,5
20190814T04-04,53,0.0,,8,0,5
20190814T03-04,51,0.0,,9,0,5
20190814T02-04,52,0.0,,8,0,4
20190814T01-04,51,0.0,,9,0,4
20190814T00-04,63,0.0,,8,0,5
20190813T23-04,89,57.0,,9,0,5
20190813T22-04,87,124.0,,8,0,5
20190813T21-04,103,210.0,,9,0,5
20190813T20-04,165,159.0,,0,8,5
20190813T19-04,176,313.0,,0,9,29
20190813T18-04,172,316.0,,0,10,72
20190813T17-04,173,316.0,,0,10,72
20190813T16-04,171,313.0,,0,11,71
20190813T15-04,173,313.0,,0,10,71
20190813T14-04,171,236.0,,0,11,71
20190813T13-04,172,155.0,,0,11,71
20190813T12-04,154,154.0,,0,10,48
20190813T11-04,70,109.0,,0,11,5
20190813T10-04,55,84.0,,0,10,6
20190813T09-04,54,0.0,,0,9,5
20190813T08-04,55,0.0,,0,8,5
20190813T07-04,53,0.0,,8,0,5
20190813T06-04,55,0.0,,9,0,5
20190813T05-04,54,0.0,,8,0,5
20190813T04-04,54,0.0,,8,0,5
20190813T03-04,53,0.0,,9,0,5
20190813T02-04,55,0.0,,8,0,4
20190813T01-04,100,0.0,,8,0,4
20190813T00-04,172,102.0,0.0,9,0,5
20190812T23-04,174,155.0,0.0,8,0,5
20190812T22-04,173,156.0,0.0,8,0,22
20190812T21-04,173,156.0,0.0,9,0,72
20190812T20-04,176,155.0,0.0,0,8,71
20190812T19-04,175,157.0,0.0,0,9,71
20190812T18-04,174,218.0,0.0,0,10,71
20190812T17-04,174,328.0,0.0,0,10,71
20190812T16-04,171,268.0,0.0,0,11,15
20190812T15-04,172,252.0,0.0,0,10,5
20190812T14-04,166,244.0,0.0,0,11,5
20190812T13-04,120,224.0,0.0,0,11,6
20190812T12-04,57,209.0,0.0,0,10,5
20190812T11-04,54,91.0,0.0,0,11,5
20190812T10-04,69,81.0,0.0,0,9,5
20190812T09-04,40,79.0,0.0,0,9,5
20190812T08-04,55,15.0,0.0,0,9,5
20190812T07-04,54,0.0,0.0,8,0,5
20190812T06-04,54,0.0,0.0,8,0,5
20190812T05-04,56,0.0,0.0,9,0,5
20190812T04-04,54,0.0,0.0,8,0,5
20190812T03-04,55,0.0,0.0,8,0,6
20190812T02-04,54,0.0,0.0,9,0,4
20190812T01-04,81,0.0,0.0,8,0,4
20190812T00-04,148,0.0,,9,0,6
20190811T23-04,174,67.0,,8,0,5
20190811T22-04,177,158.0,,8,0,28
20190811T21-04,177,158.0,,9,0,71
20190811T20-04,175,157.0,,0,8,73
20190811T19-04,174,157.0,,0,9,71
20190811T18-04,174,205.0,,0,10,73
20190811T17-04,163,260.0,,0,10,71
20190811T16-04,102,270.0,,0,11,53
20190811T15-04,52,310.0,,0,11,10
20190811T14-04,51,310.0,,0,11,11
20190811T13-04,51,217.0,,0,11,10
20190811T12-04,51,125.0,,0,11,11
20190811T11-04,50,120.0,,0,11,10
20190811T10-04,52,104.0,,0,10,11
20190811T09-04,52,46.0,,0,9,13
20190811T08-04,52,11.0,,0,8,5
20190811T07-04,50,0.0,,9,0,5
20190811T06-04,53,0.0,,8,0,5
20190811T05-04,54,0.0,,8,0,5
20190811T04-04,54,0.0,,9,0,5
20190811T03-04,49,0.0,,8,0,5
20190811T02-04,48,0.0,,8,0,4
20190811T01-04,61,0.0,,9,0,4
20190811T00-04,112,0.0,,8,0,5
20190810T23-04,174,0.0,,9,0,5
20190810T22-04,175,57.0,,8,0,5
20190810T21-04,174,72.0,,8,0,5
20190810T20-04,173,97.0,,0,9,5
20190810T19-04,168,150.0,,0,9,26
20190810T18-04,149,153.0,,0,9,71
20190810T17-04,102,307.0,,0,10,71
20190810T16-04,97,315.0,,0,10,72
20190810T15-04,65,300.0,,0,10,71
20190810T14-04,55,249.0,,0,10,71
20190810T13-04,55,173.0,,0,10,71
20190810T12-04,56,161.0,,0,10,71
20190810T11-04,56,66.0,,0,9,12
20190810T10-04,55,33.0,,0,9,5
20190810T09-04,56,0.0,,0,8,5
20190810T08-04,56,0.0,,0,9,5
20190810T07-04,57,0.0,,8,0,6
20190810T06-04,61,0.0,,8,0,5
20190810T05-04,108,0.0,,9,0,5
20190810T04-04,115,0.0,,8,0,5
20190810T03-04,116,0.0,,8,0,6
20190810T02-04,116,0.0,,9,0,4
20190810T01-04,113,0.0,,8,0,4
20190810T00-04,129,0.0,,9,0,6
20190809T23-04,163,23.0,,8,0,5
20190809T22-04,177,161.0,,8,0,5
20190809T21-04,177,160.0,,9,0,5
20190809T20-04,177,161.0,,0,8,6
20190809T19-04,175,159.0,,0,9,23
20190809T18-04,174,159.0,,0,10,73
20190809T17-04,173,193.0,,0,11,71
20190809T16-04,173,327.0,,0,11,73
20190809T15-04,169,310.0,,0,11,12
20190809T14-04,168,254.0,,0,11,6
20190809T13-04,152,179.0,,0,11,5
20190809T12-04,72,131.0,,0,11,5
20190809T11-04,49,104.0,,0,11,5
20190809T10-04,48,44.0,,0,10,5
20190809T09-04,48,0.0,,0,9,5
20190809T08-04,50,0.0,,0,8,6
20190809T07-04,49,0.0,,9,0,5
20190809T06-04,47,0.0,,8,0,5
20190809T05-04,49,0.0,,9,0,5
20190809T04-04,49,0.0,,8,0,5
20190809T03-04,48,0.0,,8,0,5
20190809T02-04,48,0.0,,9,0,4
20190809T01-04,57,0.0,,8,0,4
20190809T00-04,116,0.0,,9,0,5
20190808T23-04,175,0.0,,8,0,5
20190808T22-04,176,157.0,,8,0,5
20190808T21-04,178,163.0,,9,0,5
20190808T20-04,176,163.0,,0,8,5
20190808T19-04,164,161.0,,0,9,26
20190808T18-04,147,161.0,,0,10,71
20190808T17-04,175,161.0,,0,10,71
20190808T16-04,170,162.0,,0,11,73
20190808T15-04,111,162.0,,0,11,71
20190808T14-04,66,182.0,,0,11,71
20190808T13-04,66,145.0,,0,11,71
20190808T12-04,66,111.0,,0,11,71
20190808T11-04,67,40.0,,0,11,44
20190808T10-04,53,8.0,,0,10,5
20190808T09-04,48,0.0,,0,9,6
